Recall,Precision_awning-tricycle,Precision_bicycle,Precision_bus,Precision_car,Precision_freight_car,Precision_motor,Precision_person,Precision_tricycle,Precision_truck,Precision_van
0.24525,0.21803,0.20051,1.00000,0.99893,0.86207,0.78726,0.92214,0.53099,0.96471,0.90104
0.24625,0.21803,0.20050,1.00000,0.99883,0.86207,0.78349,0.92114,0.53086,0.96410,0.90104
0.24725,0.21803,0.19765,1.00000,0.99883,0.86175,0.78278,0.92083,0.52953,0.96410,0.90047
0.24825,0.21803,0.19584,1.00000,0.99883,0.86175,0.78278,0.92032,0.52953,0.96410,0.90047
0.24925,0.21803,0.19419,1.00000,0.99883,0.86175,0.78278,0.92023,0.52941,0.96410,0.90047
0.25025,0.21273,0.19226,1.00000,0.99883,0.86175,0.78197,0.91998,0.52610,0.96410,0.90047
0.25125,0.21273,0.19120,1.00000,0.99883,0.86175,0.78186,0.91982,0.52539,0.96410,0.90047
0.25225,0.21273,0.19120,1.00000,0.99883,0.86175,0.78186,0.91961,0.52539,0.96410,0.90047
0.25325,0.21273,0.19120,1.00000,0.99883,0.86175,0.78064,0.91912,0.52539,0.96410,0.90047
0.25425,0.21273,0.18811,1.00000,0.99883,0.86175,0.78029,0.91869,0.52539,0.96410,0.90047
0.25526,0.21273,0.18811,1.00000,0.99883,0.86175,0.77812,0.91758,0.52539,0.96410,0.90047
0.25626,0.21273,0.18686,1.00000,0.99883,0.86175,0.77778,0.91747,0.52539,0.96410,0.90047
0.25726,0.21273,0.18373,1.00000,0.99883,0.86175,0.77682,0.91747,0.52539,0.96410,0.90047
0.25826,0.21133,0.18321,1.00000,0.99883,0.86175,0.77614,0.91693,0.52519,0.96410,0.90047
0.25926,0.21133,0.18321,1.00000,0.99883,0.86175,0.77486,0.91663,0.52519,0.96410,0.90047
0.26026,0.21125,0.18305,1.00000,0.99883,0.86175,0.77419,0.91513,0.52207,0.96410,0.90047
0.26126,0.21125,0.18305,1.00000,0.99883,0.86175,0.77300,0.91427,0.51601,0.96410,0.90047
0.26226,0.20958,0.18305,1.00000,0.99883,0.86175,0.77196,0.91396,0.51565,0.96410,0.90047
0.26326,0.20796,0.18305,1.00000,0.99883,0.86175,0.76882,0.91337,0.51565,0.96410,0.90047
0.26426,0.20796,0.18230,1.00000,0.99883,0.85520,0.76453,0.91281,0.51565,0.96410,0.90047
0.26527,0.20700,0.18230,1.00000,0.99883,0.85520,0.76453,0.91222,0.51565,0.96410,0.90047
0.26627,0.20700,0.18187,1.00000,0.99883,0.85398,0.76453,0.91146,0.51565,0.96410,0.90047
0.26727,0.20487,0.18135,1.00000,0.99883,0.85398,0.76343,0.91043,0.51565,0.96410,0.90047
0.26827,0.20487,0.18135,1.00000,0.99883,0.85398,0.76262,0.91043,0.51277,0.96410,0.90047
0.26927,0.20220,0.18135,1.00000,0.99883,0.85398,0.76215,0.91043,0.50719,0.96410,0.90047
0.27027,0.20220,0.18135,1.00000,0.99883,0.85398,0.75842,0.90999,0.50266,0.96410,0.90047
0.27127,0.20220,0.18135,1.00000,0.99866,0.85398,0.75842,0.90913,0.50088,0.96410,0.90047
0.27227,0.20220,0.18135,1.00000,0.99866,0.84836,0.75639,0.90901,0.49913,0.96410,0.89720
0.27327,0.20220,0.18135,1.00000,0.99866,0.84836,0.75523,0.90842,0.49913,0.96410,0.89720
0.27427,0.20220,0.18075,1.00000,0.99866,0.84836,0.75224,0.90827,0.49913,0.96410,0.89720
0.27528,0.20220,0.17711,1.00000,0.99848,0.84836,0.75224,0.90797,0.49231,0.96410,0.89352
0.27628,0.20220,0.17711,1.00000,0.99848,0.84836,0.75139,0.90759,0.49066,0.96410,0.89035
0.27728,0.20000,0.17578,1.00000,0.99839,0.84836,0.74917,0.90708,0.48253,0.96410,0.89035
0.27828,0.19634,0.17556,1.00000,0.99839,0.84836,0.74890,0.90592,0.47635,0.96410,0.89035
0.27928,0.19634,0.17556,1.00000,0.99839,0.84836,0.74713,0.90537,0.47635,0.96410,0.89035
0.28028,0.19634,0.17556,1.00000,0.99839,0.84836,0.74539,0.90508,0.46677,0.96410,0.89035
0.28128,0.19634,0.17545,1.00000,0.99839,0.84836,0.74501,0.90483,0.46677,0.96410,0.89035
0.28228,0.19585,0.17416,1.00000,0.99839,0.84836,0.74501,0.90483,0.46677,0.96269,0.89035
0.28328,0.19585,0.17398,1.00000,0.99839,0.84836,0.74422,0.90465,0.46334,0.96269,0.89035
0.28428,0.18469,0.17305,1.00000,0.99839,0.84836,0.74187,0.90433,0.46273,0.96269,0.89035
0.28529,0.18469,0.17139,1.00000,0.99839,0.84836,0.73968,0.90369,0.45303,0.96269,0.89035
0.28629,0.18345,0.17139,1.00000,0.99839,0.84836,0.73931,0.90330,0.44818,0.96269,0.89035
0.28729,0.18345,0.17105,1.00000,0.99839,0.84836,0.73893,0.90290,0.44818,0.96269,0.89035
0.28829,0.18246,0.17087,1.00000,0.99839,0.84836,0.73893,0.90235,0.44818,0.96269,0.89035
0.28929,0.18246,0.17087,0.99590,0.99839,0.84836,0.73893,0.90136,0.44818,0.96269,0.89035
0.29029,0.18214,0.16923,0.99590,0.99839,0.84836,0.73857,0.90078,0.44818,0.96040,0.88696
0.29129,0.18214,0.16877,0.99590,0.99839,0.84836,0.73706,0.89989,0.44818,0.95913,0.88696
0.29229,0.17902,0.16529,0.99590,0.99839,0.84615,0.73508,0.89943,0.44818,0.95913,0.88655
0.29329,0.17902,0.16529,0.99590,0.99839,0.84615,0.73350,0.89871,0.44818,0.95913,0.88655
0.29429,0.17902,0.16529,0.99590,0.99839,0.84615,0.73306,0.89800,0.44767,0.95913,0.88655
0.29530,0.17894,0.15923,0.99590,0.99823,0.84524,0.73137,0.89721,0.44589,0.95913,0.88655
0.29630,0.17894,0.15923,0.99590,0.99823,0.84524,0.72984,0.89699,0.43568,0.95913,0.88655
0.29730,0.17761,0.15813,0.99590,0.99823,0.84524,0.72923,0.89687,0.43568,0.95913,0.88655
0.29830,0.17761,0.15800,0.99590,0.99816,0.84524,0.72891,0.89683,0.43568,0.95913,0.88655
0.29930,0.17761,0.15800,0.99590,0.99816,0.84524,0.72655,0.89671,0.43568,0.95910,0.88655
0.30030,0.17761,0.15734,0.99590,0.99816,0.84314,0.72620,0.89601,0.43568,0.95910,0.88655
0.30130,0.17761,0.15734,0.99590,0.99816,0.84314,0.72611,0.89565,0.43568,0.95910,0.88655
0.30230,0.17761,0.15544,0.99590,0.99816,0.84314,0.72593,0.89534,0.43466,0.95910,0.87649
0.30330,0.17761,0.15418,0.99590,0.99816,0.84291,0.72434,0.89417,0.43247,0.95910,0.87649
0.30430,0.17761,0.15002,0.99590,0.99816,0.84291,0.72338,0.89413,0.42973,0.95910,0.87649
0.30531,0.17761,0.14958,0.99590,0.99816,0.84291,0.72021,0.89407,0.42781,0.95910,0.87649
0.30631,0.17761,0.14951,0.99590,0.99816,0.84291,0.71947,0.89390,0.42348,0.95910,0.87649
0.30731,0.17761,0.14894,0.99590,0.99816,0.84291,0.71947,0.89342,0.42347,0.95910,0.87649
0.30831,0.17761,0.14894,0.99590,0.99816,0.84291,0.71947,0.89235,0.42347,0.95910,0.87649
0.30931,0.17761,0.14894,0.99590,0.99816,0.84291,0.71872,0.89216,0.42347,0.95910,0.87649
0.31031,0.17382,0.14674,0.99590,0.99816,0.84211,0.71872,0.89193,0.42347,0.95910,0.87649
0.31131,0.17382,0.14418,0.99590,0.99816,0.84211,0.71872,0.89104,0.42347,0.95910,0.87649
0.31231,0.17378,0.14418,0.99590,0.99816,0.84211,0.71872,0.88999,0.42347,0.95910,0.87649
0.31331,0.17378,0.14418,0.99590,0.99816,0.84211,0.71857,0.88968,0.42347,0.95910,0.87649
0.31431,0.17373,0.14418,0.99590,0.99816,0.84211,0.71843,0.88930,0.42347,0.95910,0.87209
0.31532,0.17373,0.14376,0.99590,0.99804,0.84211,0.71734,0.88895,0.42347,0.95910,0.87209
0.31632,0.17280,0.14376,0.99590,0.99804,0.84138,0.71587,0.88874,0.42347,0.95910,0.87209
0.31732,0.17280,0.14133,0.99590,0.99804,0.84138,0.71488,0.88866,0.42347,0.95910,0.87209
0.31832,0.16881,0.14109,0.99590,0.99804,0.84138,0.71409,0.88866,0.42259,0.95910,0.87209
0.31932,0.16881,0.14095,0.99590,0.99804,0.84138,0.71409,0.88820,0.42105,0.95910,0.87209
0.32032,0.16881,0.13617,0.99590,0.99804,0.84138,0.71117,0.88820,0.42105,0.95910,0.87209
0.32132,0.16881,0.13244,0.99590,0.99804,0.84138,0.71035,0.88784,0.42105,0.95910,0.87209
0.32232,0.16830,0.13190,0.99590,0.99792,0.84138,0.71011,0.88748,0.42020,0.95910,0.86641
0.32332,0.16779,0.13134,0.99590,0.99792,0.84138,0.71011,0.88716,0.41904,0.95910,0.86641
0.32432,0.16779,0.13050,0.99373,0.99792,0.84138,0.70917,0.88715,0.41904,0.95910,0.85714
0.32533,0.16779,0.12511,0.99373,0.99792,0.84138,0.70761,0.88701,0.41820,0.95910,0.85714
0.32633,0.16779,0.12284,0.99373,0.99792,0.84138,0.70732,0.88700,0.41255,0.95910,0.85714
0.32733,0.16778,0.12016,0.99373,0.99792,0.84138,0.70671,0.88684,0.41176,0.95910,0.85714
0.32833,0.16778,0.11956,0.99373,0.99792,0.84138,0.70544,0.88624,0.41148,0.95910,0.85714
0.32933,0.16778,0.11945,0.99373,0.99779,0.84138,0.70429,0.88624,0.41071,0.95910,0.85714
0.33033,0.16778,0.11861,0.99373,0.99779,0.84138,0.70248,0.88624,0.41065,0.95910,0.85714
0.33133,0.16527,0.11861,0.99373,0.99779,0.84138,0.70060,0.88624,0.41065,0.95910,0.85714
0.33233,0.16527,0.11849,0.99373,0.99779,0.84138,0.70060,0.88547,0.40749,0.95910,0.85714
0.33333,0.16375,0.11823,0.99373,0.99779,0.84138,0.69987,0.88540,0.40207,0.95910,0.85714
0.33433,0.16375,0.11799,0.99373,0.99774,0.84138,0.69928,0.88540,0.40184,0.95910,0.85714
0.33534,0.16288,0.11763,0.99373,0.99774,0.84138,0.69928,0.88532,0.40065,0.95910,0.85714
0.33634,0.16288,0.11763,0.99373,0.99774,0.84138,0.69928,0.88525,0.40065,0.95910,0.85714
0.33734,0.15887,0.11731,0.99373,0.99774,0.84138,0.69928,0.88484,0.40065,0.95910,0.85714
0.33834,0.15887,0.11608,0.99373,0.99774,0.84138,0.69739,0.88465,0.40065,0.95910,0.85714
0.33934,0.15497,0.11585,0.99373,0.99774,0.84138,0.69602,0.88437,0.40065,0.95910,0.85714
0.34034,0.15114,0.11585,0.99373,0.99774,0.84138,0.69536,0.88411,0.40065,0.95910,0.85714
0.34134,0.15114,0.11585,0.99373,0.99774,0.84138,0.69320,0.88364,0.40065,0.95910,0.85714
0.34234,0.15114,0.11566,0.99373,0.99774,0.84138,0.69247,0.88356,0.40065,0.95910,0.85714
0.34334,0.15114,0.11531,0.99373,0.99774,0.84138,0.69107,0.88340,0.40065,0.95910,0.85616
0.34434,0.15114,0.11440,0.99373,0.99774,0.83959,0.69073,0.88319,0.40065,0.95910,0.85616
0.34535,0.15114,0.11440,0.99373,0.99774,0.83959,0.68898,0.88282,0.40065,0.95910,0.85616
0.34635,0.15114,0.11240,0.99373,0.99774,0.83959,0.68432,0.88251,0.40065,0.95910,0.85616
0.34735,0.15114,0.11158,0.99373,0.99774,0.83502,0.68324,0.88096,0.40065,0.95910,0.85616
0.34835,0.15110,0.10975,0.99373,0.99774,0.83502,0.68324,0.88043,0.40065,0.95910,0.85616
0.34935,0.15110,0.10893,0.99373,0.99774,0.83333,0.68225,0.88025,0.40065,0.95910,0.85616
0.35035,0.14996,0.10826,0.99373,0.99774,0.83333,0.68111,0.88000,0.40065,0.95910,0.85616
0.35135,0.14996,0.10476,0.99373,0.99774,0.83333,0.67891,0.88000,0.40065,0.95850,0.85616
0.35235,0.14885,0.10450,0.99373,0.99774,0.82566,0.67647,0.88000,0.40065,0.95850,0.85616
0.35335,0.14885,0.10450,0.99373,0.99774,0.82566,0.67619,0.87993,0.39657,0.95850,0.85616
0.35435,0.14858,0.10424,0.99373,0.99774,0.82524,0.67498,0.87915,0.39637,0.95850,0.85616
0.35536,0.14275,0.10393,0.99373,0.99774,0.82524,0.67455,0.87882,0.39407,0.95850,0.85616
0.35636,0.14275,0.10289,0.99373,0.99774,0.82524,0.67440,0.87832,0.39388,0.95850,0.85616
0.35736,0.14141,0.10275,0.99373,0.99774,0.82524,0.67438,0.87815,0.39162,0.95850,0.85374
0.35836,0.14141,0.10176,0.99373,0.99774,0.82524,0.67358,0.87796,0.38941,0.95850,0.85374
0.35936,0.14141,0.10125,0.99373,0.99774,0.82445,0.67138,0.87722,0.38849,0.95850,0.84839
0.36036,0.14141,0.10100,0.99373,0.99774,0.82445,0.67022,0.87658,0.38849,0.95850,0.84839
0.36136,0.14141,0.10089,0.99373,0.99774,0.82445,0.66894,0.87655,0.38849,0.95850,0.84839
0.36236,0.14141,0.09953,0.99373,0.99774,0.82445,0.66755,0.87636,0.38792,0.95850,0.84839
0.36336,0.14141,0.09947,0.99373,0.99774,0.82445,0.66654,0.87574,0.38345,0.95720,0.84839
0.36436,0.14141,0.09932,0.99373,0.99774,0.82445,0.66233,0.87504,0.38215,0.95720,0.84839
0.36537,0.14141,0.09790,0.99373,0.99774,0.82445,0.66174,0.87474,0.38209,0.95720,0.84839
0.36637,0.14141,0.09760,0.99373,0.99774,0.82445,0.66113,0.87467,0.38209,0.95720,0.84839
0.36737,0.14141,0.09719,0.99373,0.99774,0.82445,0.66029,0.87460,0.38209,0.95720,0.84839
0.36837,0.14141,0.09643,0.99373,0.99774,0.82445,0.65934,0.87449,0.37931,0.95472,0.84839
0.36937,0.13966,0.09556,0.99373,0.99774,0.82445,0.65698,0.87420,0.37843,0.95472,0.84839
0.37037,0.13966,0.09530,0.99373,0.99774,0.82445,0.65628,0.87390,0.37670,0.95472,0.84839
0.37137,0.13966,0.09530,0.99373,0.99774,0.82043,0.65500,0.87374,0.37585,0.95472,0.84839
0.37237,0.13966,0.09510,0.99373,0.99774,0.82043,0.65224,0.87327,0.37380,0.95472,0.84839
0.37337,0.13966,0.09510,0.99373,0.99761,0.81651,0.65098,0.87302,0.37380,0.95472,0.84839
0.37437,0.13966,0.09432,0.99373,0.99750,0.81651,0.64986,0.87252,0.37298,0.95472,0.84839
0.37538,0.13966,0.09318,0.99373,0.99750,0.81651,0.64739,0.87185,0.37113,0.95472,0.84839
0.37638,0.13445,0.09259,0.99373,0.99750,0.81627,0.64436,0.87113,0.37113,0.95472,0.84615
0.37738,0.13445,0.09245,0.99373,0.99750,0.81627,0.64206,0.87080,0.37113,0.95472,0.84127
0.37838,0.13435,0.09239,0.99373,0.99744,0.81627,0.63916,0.87062,0.37113,0.95472,0.84127
0.37938,0.13435,0.09178,0.99373,0.99744,0.81627,0.63899,0.87047,0.37068,0.95301,0.83912
0.38038,0.13435,0.09099,0.99373,0.99744,0.81627,0.63861,0.87021,0.36989,0.95213,0.83750
0.38138,0.13435,0.09099,0.99373,0.99744,0.81627,0.63748,0.87018,0.36900,0.95213,0.83750
0.38238,0.13342,0.08980,0.99373,0.99744,0.81548,0.63636,0.87018,0.36900,0.95213,0.83750
0.38338,0.13342,0.08879,0.99373,0.99744,0.81548,0.63525,0.86979,0.36891,0.95213,0.83540
0.38438,0.13329,0.08647,0.99373,0.99744,0.81548,0.63428,0.86941,0.36780,0.95213,0.83077
0.38539,0.13093,0.08647,0.99373,0.99744,0.81548,0.63294,0.86879,0.36438,0.95213,0.83077
0.38639,0.13093,0.08553,0.99373,0.99744,0.81471,0.62766,0.86831,0.36331,0.95213,0.82883
0.38739,0.13093,0.08553,0.99373,0.99744,0.81471,0.62455,0.86764,0.35589,0.95213,0.82883
0.38839,0.13093,0.08539,0.99373,0.99744,0.81471,0.62270,0.86723,0.35335,0.95213,0.82883
0.38939,0.13006,0.08539,0.99373,0.99744,0.81471,0.61999,0.86677,0.35238,0.95213,0.82883
0.39039,0.13006,0.08504,0.99373,0.99744,0.81287,0.61888,0.86667,0.34694,0.95213,0.82883
0.39139,0.13006,0.08475,0.99373,0.99733,0.81287,0.61809,0.86643,0.34541,0.95213,0.82883
0.39239,0.13006,0.08446,0.99373,0.99733,0.81105,0.61756,0.86641,0.34221,0.95213,0.82883
0.39339,0.12987,0.08297,0.99373,0.99733,0.81058,0.61652,0.86618,0.34219,0.95213,0.82883
0.39439,0.12987,0.08297,0.99373,0.99720,0.81058,0.61602,0.86578,0.34130,0.95213,0.82796
0.39540,0.12929,0.08297,0.99373,0.99714,0.81058,0.61568,0.86535,0.34130,0.95213,0.82796
0.39640,0.12929,0.08196,0.99373,0.99714,0.81058,0.61492,0.86435,0.34096,0.95213,0.82796
0.39740,0.12833,0.08196,0.99373,0.99714,0.81058,0.61127,0.86398,0.34096,0.95213,0.82796
0.39840,0.12833,0.08196,0.99373,0.99714,0.81058,0.61085,0.86368,0.34096,0.95213,0.82796
0.39940,0.12824,0.08106,0.99373,0.99714,0.81058,0.60924,0.86308,0.33984,0.95213,0.82796
0.40040,0.12775,0.07907,0.99373,0.99714,0.81058,0.60890,0.86282,0.33628,0.95213,0.82796
0.40140,0.12775,0.07862,0.99373,0.99714,0.81058,0.60781,0.86207,0.33600,0.95213,0.82796
0.40240,0.12775,0.07862,0.99373,0.99714,0.81058,0.60747,0.86156,0.33386,0.95105,0.82796
0.40340,0.12775,0.07725,0.99373,0.99714,0.81058,0.60565,0.86156,0.33333,0.95105,0.82796
0.40440,0.12691,0.07696,0.99373,0.99705,0.81058,0.60391,0.86151,0.32944,0.95105,0.82796
0.40541,0.12691,0.07621,0.99373,0.99705,0.81058,0.59795,0.86151,0.32919,0.95105,0.82796
0.40641,0.12323,0.07604,0.99373,0.99705,0.81058,0.59795,0.86151,0.32519,0.95105,0.82796
0.40741,0.12323,0.07537,0.99373,0.99705,0.81058,0.59766,0.86151,0.32519,0.95026,0.82796
0.40841,0.11958,0.07234,0.99373,0.99705,0.81058,0.59719,0.86151,0.32496,0.95026,0.82796
0.40941,0.11958,0.07142,0.99373,0.99705,0.81058,0.59691,0.86120,0.32351,0.95026,0.82796
0.41041,0.11860,0.07067,0.99373,0.99705,0.80926,0.59691,0.86065,0.32015,0.95026,0.82796
0.41141,0.11860,0.06965,0.99373,0.99705,0.80926,0.59691,0.86036,0.31899,0.95026,0.82796
0.41241,0.11860,0.06965,0.99373,0.99705,0.80926,0.59487,0.86024,0.31885,0.95026,0.82796
0.41341,0.11860,0.06962,0.99373,0.99705,0.80926,0.59342,0.86012,0.31885,0.95026,0.82796
0.41441,0.11699,0.06960,0.99373,0.99705,0.80926,0.59269,0.86009,0.31865,0.95026,0.82796
0.41542,0.11647,0.06960,0.99373,0.99705,0.80926,0.59115,0.85998,0.31709,0.94881,0.82796
0.41642,0.11647,0.06904,0.99373,0.99705,0.80926,0.58917,0.85911,0.31709,0.94790,0.82796
0.41742,0.11411,0.06649,0.99373,0.99705,0.80926,0.58785,0.85858,0.31470,0.94790,0.82796
0.41842,0.11411,0.06649,0.99373,0.99705,0.80759,0.58630,0.85762,0.31470,0.94790,0.82796
0.41942,0.11411,0.06649,0.99373,0.99705,0.80759,0.58533,0.85751,0.31470,0.94790,0.82796
0.42042,0.11411,0.06613,0.99373,0.99705,0.80519,0.58480,0.85701,0.31361,0.94790,0.82796
0.42142,0.11390,0.06527,0.99373,0.99705,0.80519,0.58340,0.85701,0.31083,0.94790,0.82796
0.42242,0.11390,0.06488,0.99140,0.99705,0.80519,0.58174,0.85675,0.31083,0.94649,0.82796
0.42342,0.11390,0.06443,0.99140,0.99705,0.80519,0.58174,0.85637,0.30700,0.94649,0.82796
0.42442,0.11390,0.06224,0.99140,0.99705,0.80519,0.58112,0.85637,0.30684,0.94572,0.82796
0.42543,0.11390,0.06222,0.99140,0.99705,0.80519,0.58047,0.85600,0.30527,0.94572,0.82796
0.42643,0.11390,0.06203,0.99140,0.99705,0.80519,0.57809,0.85597,0.30527,0.94572,0.82796
0.42743,0.11176,0.06153,0.99140,0.99705,0.80519,0.57628,0.85580,0.30414,0.94572,0.82796
0.42843,0.11176,0.06012,0.99140,0.99697,0.80519,0.57527,0.85546,0.30414,0.94572,0.82796
0.42943,0.11165,0.05960,0.99140,0.99697,0.80519,0.57334,0.85531,0.30358,0.94572,0.82796
0.43043,0.11165,0.05889,0.99140,0.99697,0.80519,0.57120,0.85468,0.30100,0.94300,0.82796
0.43143,0.11165,0.05821,0.99140,0.99697,0.80519,0.57004,0.85415,0.29947,0.94300,0.82796
0.43243,0.10855,0.05808,0.99140,0.99697,0.80519,0.56939,0.85415,0.29874,0.94300,0.82796
0.43343,0.10855,0.05554,0.99140,0.99685,0.80519,0.56806,0.85415,0.29862,0.94175,0.82796
0.43443,0.10719,0.05451,0.99140,0.99681,0.80519,0.56780,0.85376,0.29404,0.94175,0.82796
0.43544,0.10719,0.05290,0.99140,0.99681,0.80519,0.56446,0.85358,0.29325,0.94175,0.82796
0.43644,0.10719,0.05225,0.99140,0.99681,0.80519,0.56354,0.85314,0.29257,0.94155,0.82796
0.43744,0.10719,0.05188,0.99140,0.99681,0.80362,0.55939,0.85242,0.29153,0.94155,0.82796
0.43844,0.10719,0.04774,0.99140,0.99681,0.80102,0.55746,0.85196,0.29106,0.94155,0.82796
0.43944,0.10719,0.04774,0.99140,0.99681,0.80102,0.55659,0.85187,0.29065,0.94155,0.82796
0.44044,0.10719,0.04724,0.99140,0.99681,0.80102,0.55579,0.85152,0.29065,0.94155,0.82620
0.44144,0.10719,0.04680,0.99140,0.99681,0.80102,0.55279,0.85104,0.29065,0.94155,0.82368
0.44244,0.10719,0.04629,0.99140,0.99681,0.80000,0.55097,0.85097,0.29065,0.94155,0.82368
0.44344,0.10719,0.04629,0.99140,0.99681,0.80000,0.54960,0.85035,0.28964,0.94155,0.82368
0.44444,0.10719,0.04442,0.99140,0.99681,0.80000,0.54960,0.85013,0.28882,0.94155,0.82368
0.44545,0.10719,0.04434,0.99140,0.99673,0.79853,0.54834,0.84980,0.28827,0.94155,0.82368
0.44645,0.10441,0.04426,0.99140,0.99673,0.79853,0.54673,0.84955,0.28827,0.93868,0.82368
0.44745,0.10441,0.04418,0.99140,0.99673,0.79853,0.54620,0.84922,0.28765,0.93740,0.82199
0.44845,0.10441,0.04410,0.99140,0.99673,0.79853,0.54460,0.84904,0.28720,0.93722,0.82199
0.44945,0.10292,0.04402,0.99140,0.99673,0.79853,0.54234,0.84833,0.28606,0.93722,0.82124
0.45045,0.10292,0.04394,0.99140,0.99673,0.79853,0.54077,0.84806,0.28580,0.93722,0.82124
0.45145,0.10190,0.04386,0.99140,0.99673,0.79853,0.54029,0.84761,0.28571,0.93722,0.82124
0.45245,0.10190,0.04378,0.99140,0.99673,0.79853,0.53796,0.84715,0.28563,0.93722,0.82124
0.45345,0.10104,0.04370,0.99140,0.99673,0.79853,0.53721,0.84714,0.28546,0.93722,0.81959
0.45445,0.10104,0.04362,0.99140,0.99673,0.79853,0.53596,0.84688,0.28546,0.93722,0.81795
0.45546,0.10066,0.04354,0.99140,0.99673,0.79853,0.53482,0.84642,0.28132,0.93722,0.81795
0.45646,0.10066,0.04346,0.99140,0.99673,0.79853,0.53164,0.84545,0.28108,0.93722,0.81218
0.45746,0.09899,0.04338,0.99140,0.99673,0.79853,0.53137,0.84459,0.28044,0.93722,0.81061
0.45846,0.09899,0.04330,0.99140,0.99673,0.79756,0.53054,0.84458,0.27810,0.93722,0.81061
0.45946,0.09761,0.04322,0.99140,0.99673,0.79756,0.52911,0.84420,0.27549,0.93722,0.80905
0.46046,0.09761,0.04314,0.99140,0.99673,0.79756,0.52887,0.84399,0.26953,0.93722,0.80597
0.46146,0.09583,0.04306,0.99097,0.99673,0.79612,0.52749,0.84343,0.26953,0.93722,0.80597
0.46246,0.09555,0.04298,0.99097,0.99673,0.79469,0.52705,0.84310,0.26919,0.93722,0.80597
0.46346,0.09555,0.04290,0.99097,0.99673,0.79327,0.52516,0.84286,0.26648,0.93722,0.80296
0.46446,0.09366,0.04282,0.99097,0.99673,0.79327,0.52425,0.84224,0.26427,0.93722,0.80296
0.46547,0.09366,0.04274,0.99097,0.99673,0.78923,0.52239,0.84129,0.26424,0.93722,0.80296
0.46647,0.08893,0.04266,0.99097,0.99668,0.78923,0.52102,0.84088,0.26407,0.93722,0.80196
0.46747,0.08893,0.04258,0.99097,0.99668,0.78923,0.51979,0.84036,0.26011,0.93722,0.80196
0.46847,0.08532,0.04250,0.99097,0.99668,0.78923,0.51752,0.83993,0.26008,0.93722,0.80196
0.46947,0.08532,0.04242,0.99097,0.99668,0.78923,0.51562,0.83960,0.25707,0.93630,0.80049
0.47047,0.08353,0.04234,0.99097,0.99668,0.78923,0.51351,0.83888,0.25598,0.93630,0.80000
0.47147,0.08353,0.04226,0.99097,0.99668,0.78923,0.51234,0.83861,0.25204,0.93630,0.80000
0.47247,0.08033,0.04218,0.99097,0.99668,0.78923,0.51037,0.83811,0.24762,0.93630,0.80000
0.47347,0.08033,0.04210,0.99097,0.99668,0.78923,0.51002,0.83788,0.24762,0.93510,0.80000
0.47447,0.07667,0.04202,0.99097,0.99668,0.78923,0.50899,0.83727,0.24628,0.93510,0.80000
0.47548,0.07667,0.04194,0.99097,0.99660,0.78704,0.50820,0.83619,0.24412,0.93402,0.80000
0.47648,0.07533,0.04186,0.99097,0.99660,0.78704,0.50597,0.83593,0.24412,0.93402,0.80000
0.47748,0.07023,0.04178,0.99097,0.99660,0.78704,0.50542,0.83528,0.24270,0.93218,0.80000
0.47848,0.07023,0.04170,0.99097,0.99660,0.78704,0.50366,0.83448,0.23857,0.93218,0.80000
0.47948,0.06525,0.04162,0.99097,0.99652,0.78670,0.50107,0.83405,0.23746,0.93218,0.80000
0.48048,0.06512,0.04154,0.99097,0.99652,0.78670,0.49746,0.83309,0.23626,0.93218,0.79953
0.48148,0.06500,0.04146,0.99097,0.99652,0.78670,0.49537,0.83200,0.23507,0.93218,0.79953
0.48248,0.06487,0.04138,0.99097,0.99652,0.78670,0.49310,0.83093,0.23390,0.93218,0.79953
0.48348,0.06475,0.04130,0.99097,0.99652,0.78636,0.49097,0.83049,0.23031,0.93218,0.79953
0.48448,0.06462,0.04122,0.99097,0.99652,0.78636,0.48825,0.83036,0.22962,0.93123,0.79812
0.48549,0.06450,0.04114,0.99097,0.99652,0.78636,0.48597,0.82989,0.22801,0.93123,0.79812
0.48649,0.06437,0.04106,0.99097,0.99652,0.78636,0.48560,0.82972,0.22768,0.93123,0.79720
0.48749,0.06424,0.04098,0.99097,0.99652,0.78555,0.48316,0.82912,0.22768,0.93099,0.79720
0.48849,0.06412,0.04090,0.99097,0.99652,0.78555,0.48128,0.82806,0.22661,0.93099,0.79720
0.48949,0.06399,0.04082,0.99097,0.99652,0.78555,0.48082,0.82778,0.22525,0.93099,0.79630
0.49049,0.06387,0.04074,0.99097,0.99652,0.78348,0.48047,0.82711,0.22461,0.93099,0.79630
0.49149,0.06374,0.04066,0.99097,0.99652,0.78348,0.47916,0.82649,0.22160,0.93099,0.79587
0.49249,0.06362,0.04058,0.99097,0.99652,0.78348,0.47845,0.82566,0.22160,0.93099,0.79587
0.49349,0.06349,0.04050,0.99097,0.99652,0.78348,0.47830,0.82527,0.21976,0.93099,0.79587
0.49449,0.06337,0.04042,0.99097,0.99652,0.78097,0.47673,0.82486,0.21944,0.93099,0.79587
0.49550,0.06324,0.04034,0.99097,0.99652,0.78097,0.47545,0.82442,0.21752,0.92978,0.79587
0.49650,0.06311,0.04026,0.99097,0.99652,0.78097,0.47318,0.82341,0.21752,0.92788,0.79452
0.49750,0.06299,0.04018,0.99097,0.99652,0.78070,0.46979,0.82308,0.21703,0.92788,0.79326
