                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    159,                 1.1662,                0.57077,                0.96767,                0.81165,                0.74865,                 0.8097,                0.57301,                 1.1988,                0.51551,                0.97927,               0.004819,               0.004819,               0.004819
                    160,                 1.1623,                0.57099,                0.96585,                0.81332,                0.74813,                0.80983,                0.57294,                 1.1991,                0.51531,                0.97917,               0.004786,               0.004786,               0.004786
                    161,                 1.1593,                0.57208,                0.96708,                0.81392,                0.74808,                0.81014,                0.57301,                 1.1993,                0.51504,                 0.9791,               0.004753,               0.004753,               0.004753
                    162,                 1.1633,                0.57025,                0.96701,                0.81396,                0.74866,                0.80995,                0.57347,                 1.1993,                0.51494,                0.97898,                0.00472,                0.00472,                0.00472
                    163,                 1.1616,                0.56809,                0.96613,                0.81421,                0.74956,                0.81003,                0.57345,                 1.1995,                0.51476,                0.97891,               0.004687,               0.004687,               0.004687
                    164,                 1.1564,                0.56688,                0.96587,                0.81441,                0.74985,                 0.8105,                0.57365,                    1.2,                0.51457,                0.97886,               0.004654,               0.004654,               0.004654
                    165,                 1.1557,                0.56564,                0.96458,                0.81309,                0.75027,                0.81094,                0.57393,                 1.2003,                0.51431,                0.97883,               0.004621,               0.004621,               0.004621
                    166,                 1.1506,                0.56161,                0.96412,                0.81168,                 0.7546,                0.81112,                0.57449,                 1.2009,                0.51442,                0.97881,               0.004588,               0.004588,               0.004588
                    167,                 1.1603,                0.56527,                0.96487,                0.81024,                0.75615,                0.81162,                0.57482,                 1.2006,                0.51415,                0.97871,               0.004555,               0.004555,               0.004555
                    168,                 1.1585,                0.56545,                0.96569,                 0.8088,                 0.7574,                 0.8119,                0.57531,                 1.2003,                 0.5139,                0.97863,               0.004522,               0.004522,               0.004522
                    169,                 1.1465,                 0.5598,                0.96316,                0.81003,                0.75719,                0.81183,                0.57517,                 1.2009,                0.51376,                0.97856,               0.004489,               0.004489,               0.004489
                    170,                 1.1469,                 0.5581,                0.96175,                0.80941,                 0.7578,                0.81205,                0.57571,                 1.2012,                0.51367,                0.97847,               0.004456,               0.004456,               0.004456
                    171,                 1.1483,                0.55926,                0.96045,                0.80868,                0.75972,                0.81231,                0.57624,                 1.2013,                0.51353,                0.97835,               0.004423,               0.004423,               0.004423
                    172,                 1.1509,                0.55929,                0.96195,                0.80827,                0.76044,                0.81262,                 0.5764,                 1.2013,                0.51328,                0.97829,                0.00439,                0.00439,                0.00439
                    173,                 1.1458,                 0.5588,                0.96233,                0.80827,                0.76088,                0.81272,                0.57663,                 1.2016,                0.51278,                0.97824,               0.004357,               0.004357,               0.004357
                    174,                 1.1463,                0.55872,                0.96331,                0.80686,                0.76227,                0.81276,                0.57646,                 1.2017,                0.51273,                0.97818,               0.004324,               0.004324,               0.004324
                    175,                 1.1526,                0.56208,                0.96236,                0.80722,                0.76147,                 0.8128,                0.57638,                 1.2014,                0.51252,                0.97814,               0.004291,               0.004291,               0.004291
                    176,                 1.1443,                0.55701,                0.96023,                0.80691,                0.76145,                0.81292,                0.57642,                 1.2016,                0.51221,                0.97807,               0.004258,               0.004258,               0.004258
                    177,                 1.1425,                0.55443,                0.96224,                0.80658,                0.76087,                0.81322,                0.57659,                 1.2021,                0.51203,                0.97802,               0.004225,               0.004225,               0.004225
                    178,                 1.1421,                0.55446,                0.96048,                0.80793,                0.76132,                0.81348,                0.57708,                 1.2026,                0.51197,                0.97798,               0.004192,               0.004192,               0.004192
                    179,                 1.1488,                0.55734,                0.96242,                0.80744,                0.76186,                0.81372,                0.57732,                 1.2025,                0.51196,                0.97796,               0.004159,               0.004159,               0.004159
                    180,                 1.1422,                0.55351,                0.95944,                0.80824,                0.76226,                0.81405,                0.57752,                 1.2028,                 0.5118,                0.97792,               0.004126,               0.004126,               0.004126
                    181,                 1.1361,                0.55086,                0.95865,                0.80932,                0.76137,                0.81405,                0.57806,                  1.203,                0.51148,                0.97787,               0.004093,               0.004093,               0.004093
                    182,                 1.1471,                0.55301,                0.96231,                0.81102,                0.76144,                0.81427,                0.57793,                  1.203,                0.51144,                0.97782,                0.00406,                0.00406,                0.00406
                    183,                 1.1341,                 0.5497,                0.95845,                0.80927,                0.76255,                0.81449,                0.57828,                 1.2037,                0.51118,                 0.9778,               0.004027,               0.004027,               0.004027
                    184,                 1.1347,                0.54927,                0.95831,                0.80833,                0.76244,                0.81464,                0.57819,                 1.2039,                0.51085,                 0.9777,               0.003994,               0.003994,               0.003994
                    185,                  1.133,                0.55036,                0.95708,                0.80871,                0.76285,                0.81514,                0.57848,                 1.2042,                0.51073,                 0.9777,               0.003961,               0.003961,               0.003961
                    186,                 1.1329,                0.54678,                0.95677,                0.80877,                0.76338,                0.81542,                0.57871,                 1.2047,                0.51055,                0.97764,               0.003928,               0.003928,               0.003928
                    187,                 1.1355,                0.54864,                0.95755,                0.80573,                0.76521,                0.81564,                0.57884,                 1.2052,                0.51021,                0.97766,               0.003895,               0.003895,               0.003895
                    188,                 1.1342,                0.54821,                0.95791,                0.80614,                0.76521,                0.81571,                0.57909,                 1.2052,                0.51008,                0.97758,               0.003862,               0.003862,               0.003862
                    189,                 1.1318,                0.54478,                0.95634,                0.80733,                0.76528,                0.81585,                0.57931,                 1.2056,                0.51009,                0.97758,               0.003829,               0.003829,               0.003829
                    190,                  1.128,                 0.5434,                0.95635,                0.80706,                0.76449,                0.81619,                0.57939,                 1.2058,                0.51007,                0.97757,               0.003796,               0.003796,               0.003796
                    191,                 1.1302,                0.54229,                0.95583,                0.80812,                0.76455,                 0.8162,                0.57952,                 1.2062,                0.50983,                0.97752,               0.003763,               0.003763,               0.003763
                    192,                 1.1372,                0.54531,                0.95742,                0.80649,                 0.7656,                0.81621,                0.57895,                 1.2062,                0.50959,                 0.9775,                0.00373,                0.00373,                0.00373
                    193,                 1.1297,                0.54416,                0.95533,                0.80707,                0.76574,                0.81638,                 0.5791,                 1.2066,                0.50943,                 0.9775,               0.003697,               0.003697,               0.003697
                    194,                  1.128,                0.54053,                0.95613,                0.80616,                0.76672,                0.81639,                0.57904,                 1.2072,                0.50941,                0.97749,               0.003664,               0.003664,               0.003664
                    195,                 1.1236,                0.54214,                0.95394,                0.80645,                0.76706,                0.81687,                0.57957,                 1.2077,                0.50921,                0.97748,               0.003631,               0.003631,               0.003631
                    196,                 1.1206,                0.53976,                0.95365,                0.80676,                0.76733,                0.81707,                0.57976,                  1.208,                0.50893,                0.97743,               0.003598,               0.003598,               0.003598
                    197,                 1.1288,                 0.5404,                0.95374,                0.80691,                 0.7681,                0.81709,                0.57977,                 1.2084,                0.50909,                0.97748,               0.003565,               0.003565,               0.003565
                    198,                 1.1246,                 0.5368,                0.95481,                0.80906,                0.76571,                0.81707,                0.57993,                 1.2089,                0.50912,                0.97749,               0.003532,               0.003532,               0.003532
                    199,                 1.1267,                0.54152,                0.95578,                0.81129,                 0.7649,                0.81694,                0.58023,                 1.2088,                0.50897,                0.97746,               0.003499,               0.003499,               0.003499
                    200,                 1.1197,                  0.537,                0.95369,                 0.8108,                0.76476,                0.81686,                0.58042,                 1.2094,                0.50899,                0.97744,               0.003466,               0.003466,               0.003466
                    201,                 1.1202,                0.53636,                0.95309,                0.81181,                0.76433,                0.81669,                0.58011,                   1.21,                0.50888,                0.97744,               0.003433,               0.003433,               0.003433
                    202,                 1.1185,                0.53513,                0.95059,                0.81223,                0.76462,                0.81667,                 0.5801,                 1.2104,                0.50903,                0.97751,                 0.0034,                 0.0034,                 0.0034
                    203,                 1.1177,                0.53375,                0.95388,                0.81389,                0.76286,                0.81683,                 0.5802,                 1.2106,                0.50886,                0.97747,               0.003367,               0.003367,               0.003367
                    204,                 1.1166,                0.53497,                0.95415,                0.81458,                0.76419,                0.81686,                0.58014,                 1.2111,                0.50853,                0.97751,               0.003334,               0.003334,               0.003334
                    205,                 1.1168,                0.53222,                0.95072,                0.81063,                0.76691,                0.81669,                 0.5802,                 1.2115,                0.50853,                0.97756,               0.003301,               0.003301,               0.003301
                    206,                 1.1086,                0.53068,                0.95063,                 0.8103,                 0.7682,                0.81685,                0.58021,                  1.212,                0.50868,                0.97759,               0.003268,               0.003268,               0.003268
                    207,                 1.1158,                0.53126,                0.95079,                0.81183,                0.76597,                0.81691,                0.58015,                 1.2123,                0.50877,                0.97761,               0.003235,               0.003235,               0.003235
                    208,                 1.1045,                0.52818,                0.94957,                   0.81,                 0.7672,                0.81698,                0.58024,                 1.2131,                0.50844,                0.97766,               0.003202,               0.003202,               0.003202
                    209,                 1.1045,                0.52661,                0.94845,                0.80972,                0.76793,                0.81693,                0.58043,                 1.2137,                0.50825,                0.97769,               0.003169,               0.003169,               0.003169
                    210,                 1.1043,                0.52769,                0.94946,                0.81241,                0.76596,                0.81717,                0.58019,                 1.2146,                0.50835,                0.97771,               0.003136,               0.003136,               0.003136
                    211,                 1.1058,                0.52473,                0.94912,                 0.8117,                0.76657,                0.81713,                 0.5802,                 1.2151,                0.50827,                0.97772,               0.003103,               0.003103,               0.003103
                    212,                 1.1096,                0.52831,                0.94945,                0.81289,                0.76592,                0.81735,                0.58017,                 1.2154,                0.50807,                0.97773,                0.00307,                0.00307,                0.00307
                    213,                 1.1185,                0.53066,                 0.9506,                0.81227,                0.76773,                0.81729,                0.58015,                 1.2151,                0.50813,                0.97775,               0.003037,               0.003037,               0.003037
                    214,                 1.1052,                0.52655,                0.94997,                0.81211,                0.76864,                0.81738,                0.58012,                 1.2155,                0.50836,                0.97776,               0.003004,               0.003004,               0.003004
                    215,                 1.1019,                 0.5223,                0.94737,                0.81358,                 0.7656,                0.81733,                0.58014,                 1.2163,                 0.5081,                0.97786,               0.002971,               0.002971,               0.002971
                    216,                 1.1001,                0.52206,                0.94808,                0.81275,                0.76791,                0.81733,                0.58006,                 1.2169,                0.50802,                 0.9779,               0.002938,               0.002938,               0.002938
                    217,                 1.0977,                0.52057,                0.94597,                0.81235,                0.76797,                0.81753,                0.58027,                 1.2178,                0.50798,                0.97791,               0.002905,               0.002905,               0.002905
                    218,                 1.0977,                0.52355,                0.94771,                0.81289,                 0.7668,                0.81739,                0.57999,                 1.2184,                0.50785,                0.97795,               0.002872,               0.002872,               0.002872
                    219,                 1.0955,                0.51983,                 0.9473,                0.81592,                0.76631,                0.81746,                0.57966,                 1.2187,                0.50772,                0.97797,               0.002839,               0.002839,               0.002839
                    220,                 1.0992,                0.51971,                0.94675,                0.80834,                0.77209,                0.81757,                0.57958,                 1.2193,                0.50781,                0.97798,               0.002806,               0.002806,               0.002806
                    221,                 1.1009,                0.52049,                0.94858,                0.81512,                0.76532,                0.81748,                0.57921,                 1.2193,                0.50781,                0.97798,               0.002773,               0.002773,               0.002773
                    222,                 1.0974,                0.51942,                0.94637,                0.81528,                0.76539,                0.81759,                0.57952,                 1.2196,                0.50814,                0.97804,                0.00274,                0.00274,                0.00274
                    223,                 1.0883,                0.51361,                0.94521,                0.81576,                0.76617,                0.81769,                0.57919,                 1.2201,                0.50819,                0.97803,               0.002707,               0.002707,               0.002707
                    224,                 1.0909,                0.51414,                0.94314,                0.81724,                0.76507,                0.81786,                0.57934,                 1.2206,                 0.5081,                0.97805,               0.002674,               0.002674,               0.002674
                    225,                 1.0879,                0.51428,                0.94436,                0.81642,                0.76492,                 0.8181,                0.57965,                  1.221,                0.50808,                0.97808,               0.002641,               0.002641,               0.002641
                    226,                  1.084,                0.51196,                 0.9435,                0.81575,                0.76581,                0.81797,                 0.5797,                 1.2216,                0.50806,                0.97808,               0.002608,               0.002608,               0.002608
                    227,                 1.0857,                0.51222,                 0.9427,                0.81001,                0.77054,                0.81775,                0.57971,                  1.222,                0.50813,                0.97809,               0.002575,               0.002575,               0.002575
                    228,                 1.0884,                 0.5116,                0.94229,                0.80997,                0.76966,                0.81803,                0.57965,                 1.2222,                0.50825,                0.97814,               0.002542,               0.002542,               0.002542
                    229,                 1.0815,                0.50987,                0.94066,                 0.8099,                0.77092,                0.81778,                0.57983,                 1.2228,                0.50822,                0.97815,               0.002509,               0.002509,               0.002509
                    230,                 1.0841,                0.51095,                0.94457,                0.80946,                0.77291,                0.81767,                0.57936,                  1.223,                0.50829,                0.97815,               0.002476,               0.002476,               0.002476
                    231,                 1.0812,                0.50762,                0.94259,                0.81041,                0.77126,                0.81769,                0.57915,                 1.2238,                0.50832,                0.97818,               0.002443,               0.002443,               0.002443
                    232,                 1.0825,                0.50805,                 0.9417,                0.81084,                0.77067,                0.81789,                0.57924,                  1.224,                0.50833,                 0.9782,                0.00241,                0.00241,                0.00241
                    233,                 1.0779,                0.50726,                0.94109,                0.81071,                0.77114,                 0.8176,                0.57923,                 1.2246,                0.50841,                0.97823,               0.002377,               0.002377,               0.002377
                    234,                 1.0752,                0.50632,                0.94059,                0.81278,                0.76934,                0.81763,                0.57901,                 1.2253,                0.50846,                0.97831,               0.002344,               0.002344,               0.002344
                    235,                 1.0766,                0.50552,                0.94187,                0.81457,                0.76854,                0.81768,                0.57916,                 1.2257,                0.50834,                0.97835,               0.002311,               0.002311,               0.002311
                    236,                 1.0741,                0.50404,                 0.9396,                0.81627,                0.76703,                0.81751,                0.57917,                  1.226,                0.50828,                0.97837,               0.002278,               0.002278,               0.002278
                    237,                 1.0727,                0.50293,                0.93938,                0.81695,                0.76732,                 0.8174,                0.57893,                 1.2264,                0.50828,                0.97839,               0.002245,               0.002245,               0.002245
                    238,                 1.0813,                0.50537,                0.94099,                0.81803,                0.76713,                0.81711,                 0.5788,                 1.2265,                0.50847,                 0.9784,               0.002212,               0.002212,               0.002212
                    239,                 1.0684,                0.50187,                0.93796,                0.81867,                  0.767,                0.81781,                0.57863,                 1.2271,                0.50844,                0.97846,               0.002179,               0.002179,               0.002179
                    240,                 1.0689,                 0.5002,                0.93763,                0.81945,                0.76634,                0.81737,                0.57849,                 1.2278,                0.50863,                0.97859,               0.002146,               0.002146,               0.002146
                    241,                  1.072,                0.50059,                0.93913,                0.81905,                0.76651,                0.81754,                0.57859,                 1.2282,                0.50874,                0.97865,               0.002113,               0.002113,               0.002113
                    242,                  1.067,                 0.5002,                 0.9385,                0.82004,                0.76593,                0.81738,                0.57855,                 1.2287,                0.50888,                0.97873,                0.00208,                0.00208,                0.00208
                    243,                 1.0702,                0.50001,                0.93885,                0.82084,                0.76608,                0.81694,                0.57815,                 1.2292,                0.50894,                0.97881,               0.002047,               0.002047,               0.002047
                    244,                 1.0615,                0.49629,                 0.9363,                0.81981,                0.76634,                0.81692,                0.57833,                 1.2296,                0.50896,                0.97882,               0.002014,               0.002014,               0.002014
                    245,                  1.065,                0.49608,                0.93767,                0.81906,                0.76835,                0.81681,                0.57828,                 1.2301,                0.50888,                0.97891,               0.001981,               0.001981,               0.001981
                    246,                 1.0553,                0.49104,                0.93495,                0.81859,                0.76987,                0.81683,                0.57844,                 1.2311,                0.50919,                0.97893,               0.001948,               0.001948,               0.001948
                    247,                  1.062,                0.49531,                0.93618,                0.81568,                0.77106,                0.81668,                0.57852,                 1.2312,                 0.5092,                0.97897,               0.001915,               0.001915,               0.001915
                    248,                 1.0563,                0.49169,                0.93519,                0.81702,                0.77101,                0.81679,                0.57859,                 1.2321,                0.50918,                0.97904,               0.001882,               0.001882,               0.001882
                    249,                 1.0515,                0.48753,                 0.9328,                0.81887,                0.76929,                0.81638,                 0.5784,                 1.2328,                0.50916,                 0.9791,               0.001849,               0.001849,               0.001849
                    250,                 1.0523,                0.49009,                0.93388,                0.82085,                0.76896,                0.81623,                 0.5779,                 1.2333,                0.50935,                0.97915,               0.001816,               0.001816,               0.001816
                    251,                 1.0538,                0.48624,                0.93298,                0.82064,                0.76836,                0.81605,                0.57766,                 1.2338,                0.50926,                0.97925,               0.001783,               0.001783,               0.001783
                    252,                 1.0542,                0.48708,                0.93322,                0.82049,                0.76758,                0.81584,                0.57782,                 1.2343,                0.50938,                0.97933,                0.00175,                0.00175,                0.00175
                    253,                 1.0506,                0.48631,                0.93296,                0.82065,                0.76639,                0.81569,                 0.5775,                 1.2349,                 0.5095,                0.97944,               0.001717,               0.001717,               0.001717
                    254,                 1.0489,                0.48718,                0.93236,                0.82121,                0.76587,                0.81567,                0.57786,                 1.2352,                0.50963,                 0.9795,               0.001684,               0.001684,               0.001684
                    255,                 1.0473,                 0.4874,                0.93228,                0.82051,                0.76597,                0.81542,                0.57742,                 1.2358,                 0.5097,                0.97961,               0.001651,               0.001651,               0.001651
                    256,                  1.044,                0.48267,                0.93145,                 0.8186,                0.76718,                0.81543,                0.57734,                 1.2365,                0.50976,                0.97966,               0.001618,               0.001618,               0.001618
                    257,                 1.0468,                0.48454,                0.93154,                0.81806,                0.76746,                0.81524,                0.57717,                 1.2369,                0.50978,                0.97977,               0.001585,               0.001585,               0.001585
                    258,                 1.0409,                0.48253,                0.93098,                0.81709,                0.76768,                0.81511,                0.57731,                 1.2374,                0.50973,                0.97983,               0.001552,               0.001552,               0.001552
                    259,                 1.0431,                0.48346,                0.93128,                0.81657,                 0.7683,                0.81497,                0.57717,                 1.2377,                0.50985,                0.97993,               0.001519,               0.001519,               0.001519
                    260,                 1.0434,                0.48263,                0.93061,                0.81807,                0.76633,                0.81484,                0.57693,                  1.238,                 0.5099,                0.97998,               0.001486,               0.001486,               0.001486
                    261,                 1.0346,                0.47892,                0.92745,                0.81974,                0.76467,                0.81477,                0.57707,                 1.2386,                0.51001,                0.98005,               0.001453,               0.001453,               0.001453
                    262,                 1.0369,                0.47886,                0.92927,                0.81989,                 0.7643,                0.81485,                 0.5772,                 1.2392,                0.51008,                0.98017,                0.00142,                0.00142,                0.00142
                    263,                 1.0335,                0.47851,                 0.9272,                0.82064,                0.76376,                0.81463,                 0.5771,                 1.2397,                 0.5101,                0.98027,               0.001387,               0.001387,               0.001387
                    264,                 1.0327,                0.47591,                0.92864,                0.82275,                 0.7627,                0.81445,                0.57661,                 1.2401,                0.51034,                0.98036,               0.001354,               0.001354,               0.001354
                    265,                 1.0295,                0.47713,                0.92808,                0.82018,                0.76464,                0.81419,                0.57632,                 1.2407,                0.51041,                0.98045,               0.001321,               0.001321,               0.001321
                    266,                 1.0277,                0.47451,                0.92786,                0.81648,                0.76811,                0.81441,                0.57659,                 1.2414,                0.51033,                0.98048,               0.001288,               0.001288,               0.001288
                    267,                 1.0246,                0.47206,                0.92453,                0.81946,                0.76376,                0.81437,                0.57662,                  1.242,                 0.5105,                0.98058,               0.001255,               0.001255,               0.001255
                    268,                 1.0236,                0.47126,                0.92665,                0.82046,                 0.7634,                0.81393,                0.57642,                 1.2426,                0.51068,                0.98067,               0.001222,               0.001222,               0.001222
                    269,                 1.0274,                0.47274,                0.92546,                 0.8186,                0.76448,                0.81397,                0.57622,                 1.2429,                0.51098,                0.98072,               0.001189,               0.001189,               0.001189
                    270,                 1.0245,                0.47007,                0.92564,                0.81774,                0.76489,                0.81368,                0.57606,                 1.2434,                0.51097,                 0.9808,               0.001156,               0.001156,               0.001156
                    271,                 1.0202,                0.46909,                0.92532,                0.81832,                0.76363,                0.81349,                0.57621,                  1.244,                0.51131,                0.98094,               0.001123,               0.001123,               0.001123
                    272,                  1.016,                0.46706,                0.92423,                0.81823,                0.76356,                0.81337,                0.57593,                 1.2445,                0.51149,                  0.981,                0.00109,                0.00109,                0.00109
                    273,                 1.0129,                0.46532,                0.92308,                0.81787,                0.76467,                0.81324,                0.57601,                 1.2452,                 0.5116,                 0.9811,               0.001057,               0.001057,               0.001057
                    274,                 1.0145,                0.46507,                0.92234,                0.81418,                0.76709,                0.81333,                0.57604,                 1.2458,                0.51177,                0.98118,               0.001024,               0.001024,               0.001024
                    275,                 1.0123,                0.46539,                0.92181,                0.81559,                0.76699,                 0.8132,                0.57621,                 1.2463,                0.51196,                0.98135,               0.000991,               0.000991,               0.000991
                    276,                 1.0189,                0.46782,                0.92336,                0.81693,                0.76389,                0.81301,                0.57597,                 1.2463,                0.51212,                0.98146,               0.000958,               0.000958,               0.000958
                    277,                 1.0086,                0.46167,                0.92245,                0.81565,                0.76599,                  0.813,                0.57588,                  1.247,                0.51237,                0.98155,               0.000925,               0.000925,               0.000925
                    278,                 1.0074,                0.46164,                0.92206,                0.81655,                0.76472,                0.81281,                0.57611,                 1.2473,                0.51261,                0.98165,               0.000892,               0.000892,               0.000892
                    279,                 1.0061,                0.46218,                0.92135,                0.81428,                0.76597,                0.81286,                0.57623,                 1.2477,                0.51266,                0.98172,               0.000859,               0.000859,               0.000859
                    280,                 1.0077,                0.46114,                0.92135,                 0.8117,                0.76744,                0.81292,                0.57638,                 1.2481,                0.51279,                0.98181,               0.000826,               0.000826,               0.000826
                    281,                  1.003,                 0.4601,                0.92083,                0.81121,                0.76658,                0.81285,                0.57598,                 1.2485,                0.51302,                0.98193,               0.000793,               0.000793,               0.000793
                    282,                 1.0026,                0.45757,                0.91974,                 0.8148,                0.76505,                0.81266,                0.57601,                 1.2492,                0.51318,                0.98203,                0.00076,                0.00076,                0.00076
                    283,                 1.0058,                  0.458,                0.92016,                0.81449,                0.76497,                0.81276,                0.57645,                 1.2495,                0.51332,                0.98212,               0.000727,               0.000727,               0.000727
                    284,                 0.9967,                  0.457,                0.91892,                0.81546,                0.76482,                0.81256,                0.57627,                 1.2499,                0.51351,                0.98219,               0.000694,               0.000694,               0.000694
                    285,                0.99439,                0.45601,                0.91948,                0.81534,                  0.763,                0.81231,                0.57602,                 1.2502,                0.51367,                0.98228,               0.000661,               0.000661,               0.000661
                    286,                0.99668,                0.45544,                0.91872,                0.81509,                0.76342,                0.81224,                0.57581,                 1.2507,                0.51387,                0.98241,               0.000628,               0.000628,               0.000628
                    287,                0.99759,                 0.4553,                0.91893,                0.81723,                0.76242,                0.81207,                0.57543,                 1.2512,                0.51411,                0.98255,               0.000595,               0.000595,               0.000595
                    288,                0.99223,                 0.4532,                0.91794,                0.81659,                0.76249,                0.81215,                0.57561,                 1.2517,                0.51444,                0.98269,               0.000562,               0.000562,               0.000562
                    289,                 0.9899,                0.45015,                0.91586,                0.81569,                0.76364,                0.81185,                 0.5755,                 1.2524,                 0.5146,                0.98282,               0.000529,               0.000529,               0.000529
                    290,                0.98864,                0.45068,                0.91723,                0.81645,                0.76232,                0.81167,                0.57528,                 1.2528,                0.51472,                0.98295,               0.000496,               0.000496,               0.000496
                    291,                0.89659,                0.36937,                0.90875,                0.81556,                0.76329,                0.81151,                0.57553,                 1.2584,                0.51498,                0.98286,               0.000463,               0.000463,               0.000463
                    292,                 0.8895,                0.36423,                0.90602,                 0.8169,                0.76165,                0.81164,                0.57553,                 1.2625,                0.51526,                0.98279,                0.00043,                0.00043,                0.00043
                    293,                0.89195,                0.36028,                0.90392,                0.81739,                0.76152,                0.81157,                0.57569,                 1.2648,                 0.5153,                0.98267,               0.000397,               0.000397,               0.000397
                    294,                0.89461,                0.35924,                0.90343,                 0.8172,                 0.7616,                0.81147,                0.57594,                 1.2663,                0.51553,                0.98266,               0.000364,               0.000364,               0.000364
                    295,                0.89586,                0.35732,                0.90224,                0.81771,                0.76172,                0.81112,                0.57565,                 1.2669,                0.51542,                0.98258,               0.000331,               0.000331,               0.000331
                    296,                0.89612,                0.35633,                0.90134,                0.81283,                0.76547,                0.81081,                0.57626,                 1.2669,                0.51581,                0.98254,               0.000298,               0.000298,               0.000298
                    297,                 0.8965,                0.35483,                0.90183,                0.81222,                0.76652,                0.81058,                0.57621,                 1.2666,                0.51608,                0.98247,               0.000265,               0.000265,               0.000265
                    298,                 0.8925,                0.35271,                0.90006,                0.81314,                0.76611,                0.81037,                0.57616,                 1.2662,                0.51608,                0.98238,               0.000232,               0.000232,               0.000232
                    299,                0.89546,                0.35285,                0.89927,                0.81265,                0.76648,                0.81047,                0.57646,                 1.2655,                0.51631,                0.98243,               0.000199,               0.000199,               0.000199
                    300,                0.89122,                0.35068,                0.89768,                0.81187,                0.76671,                0.81024,                0.57638,                 1.2649,                0.51654,                0.98245,               0.000166,               0.000166,               0.000166
