Recall,Precision_pedestrian,Precision_people,Precision_bicycle,Precision_car,Precision_van,Precision_truck,Precision_tricycle,Precision_awning-tricycle,Precision_bus,Precision_motor
0.24525,0.86077,0.69734,0.19713,0.97155,0.80395,0.73896,0.52546,0.26955,0.96923,0.79276
0.24625,0.85968,0.69702,0.19604,0.97155,0.80395,0.73413,0.52546,0.26939,0.96923,0.79276
0.24725,0.85832,0.69627,0.19380,0.97155,0.80164,0.73228,0.52429,0.26939,0.96923,0.79202
0.24825,0.85514,0.69466,0.19231,0.97155,0.79773,0.72243,0.51889,0.26707,0.96923,0.79194
0.24925,0.85300,0.69268,0.19019,0.97155,0.79773,0.72243,0.51889,0.26707,0.96923,0.79194
0.25025,0.85165,0.69243,0.18965,0.97155,0.79615,0.72243,0.51677,0.26640,0.96923,0.79107
0.25125,0.85011,0.69243,0.18965,0.97155,0.79520,0.72243,0.51663,0.26640,0.96296,0.78870
0.25225,0.84970,0.68757,0.18965,0.97155,0.79332,0.72243,0.51663,0.26575,0.96296,0.78786
0.25325,0.84726,0.68730,0.18965,0.97155,0.79305,0.72243,0.51657,0.26575,0.96296,0.78717
0.25425,0.84644,0.68648,0.18800,0.97155,0.79251,0.70480,0.51451,0.26562,0.96296,0.78549
0.25526,0.84443,0.68498,0.18800,0.97155,0.79251,0.70073,0.51445,0.26562,0.96296,0.78491
0.25626,0.84281,0.68154,0.18771,0.97155,0.79251,0.69534,0.51402,0.26476,0.96296,0.78438
0.25726,0.84003,0.67850,0.18599,0.97155,0.79102,0.69534,0.51402,0.26476,0.96296,0.78367
0.25826,0.83828,0.67568,0.18093,0.97155,0.79102,0.69534,0.51402,0.26476,0.96296,0.78135
0.25926,0.83778,0.67496,0.18093,0.97155,0.79045,0.68662,0.51402,0.26476,0.96296,0.78044
0.26026,0.83563,0.67272,0.17972,0.97155,0.78746,0.65552,0.51402,0.26476,0.96296,0.78016
0.26126,0.82832,0.67082,0.17389,0.97155,0.78419,0.65552,0.51402,0.26476,0.96296,0.77832
0.26226,0.82698,0.67082,0.17140,0.97155,0.78130,0.64706,0.51402,0.26365,0.96296,0.77791
0.26326,0.82332,0.66997,0.17113,0.97155,0.77649,0.64706,0.51397,0.25872,0.96296,0.77684
0.26426,0.82157,0.66930,0.16840,0.97155,0.77649,0.64610,0.51201,0.25872,0.96296,0.77365
0.26527,0.81897,0.66929,0.16773,0.97155,0.77649,0.64610,0.51197,0.25859,0.96296,0.77202
0.26627,0.81828,0.66716,0.16683,0.97155,0.77649,0.64309,0.50090,0.25859,0.96296,0.77146
0.26727,0.81755,0.66521,0.16651,0.97155,0.77649,0.64263,0.50089,0.25859,0.96296,0.77032
0.26827,0.81434,0.66202,0.16651,0.97155,0.77649,0.64263,0.50089,0.25859,0.96296,0.76977
0.26927,0.81158,0.66046,0.16453,0.97155,0.77649,0.64263,0.49823,0.25623,0.96296,0.76919
0.27027,0.81002,0.65875,0.16377,0.97153,0.77649,0.64263,0.49138,0.25623,0.96296,0.76919
0.27127,0.80794,0.65428,0.16288,0.97153,0.77569,0.64263,0.49138,0.25213,0.96296,0.76848
0.27227,0.80731,0.65234,0.16288,0.97153,0.77554,0.64263,0.49138,0.25213,0.96296,0.76848
0.27327,0.80714,0.64706,0.16117,0.97153,0.77396,0.64263,0.49060,0.25213,0.96296,0.76748
0.27427,0.80631,0.64706,0.15908,0.97136,0.77318,0.64000,0.49060,0.25213,0.96296,0.76748
0.27528,0.80376,0.64269,0.15773,0.97129,0.77163,0.64000,0.47525,0.25213,0.96296,0.76748
0.27628,0.80184,0.63928,0.15773,0.97129,0.76999,0.64000,0.46850,0.25213,0.96296,0.76748
0.27728,0.80059,0.63482,0.15044,0.97112,0.76999,0.64000,0.46850,0.25213,0.96296,0.76567
0.27828,0.79857,0.63354,0.15035,0.97079,0.76955,0.63333,0.45625,0.24958,0.96296,0.76543
0.27928,0.79806,0.63323,0.15035,0.97079,0.76880,0.63063,0.45625,0.24958,0.96296,0.76513
0.28028,0.79621,0.63209,0.15035,0.97079,0.76712,0.62908,0.45161,0.24590,0.96296,0.76408
0.28128,0.79565,0.63151,0.14810,0.97079,0.76712,0.62908,0.45161,0.24590,0.96296,0.75925
0.28228,0.79497,0.63078,0.14755,0.97079,0.76712,0.62908,0.44901,0.24355,0.96296,0.75824
0.28328,0.79229,0.63026,0.14730,0.97079,0.76712,0.62757,0.44864,0.24355,0.96296,0.75724
0.28428,0.79038,0.62937,0.14658,0.97079,0.76662,0.62757,0.44279,0.24051,0.96296,0.75649
0.28529,0.78875,0.62575,0.14557,0.97079,0.76662,0.62757,0.44165,0.24051,0.96296,0.75649
0.28629,0.78720,0.62511,0.14510,0.97072,0.76590,0.62428,0.44118,0.23758,0.96296,0.75648
0.28729,0.78499,0.62362,0.14313,0.97072,0.76550,0.62428,0.43942,0.23758,0.96296,0.75510
0.28829,0.78365,0.62247,0.14112,0.97072,0.76510,0.60955,0.43516,0.23440,0.96296,0.75469
0.28929,0.78134,0.62076,0.14068,0.97072,0.76424,0.60955,0.43410,0.23440,0.96296,0.75319
0.29029,0.77865,0.62042,0.14068,0.97072,0.76424,0.60894,0.43367,0.23111,0.96296,0.75225
0.29129,0.77574,0.61992,0.14068,0.97072,0.76424,0.60833,0.43324,0.23111,0.96296,0.75225
0.29229,0.77432,0.61814,0.14068,0.97072,0.75754,0.60434,0.43239,0.23111,0.96296,0.74974
0.29329,0.77239,0.61686,0.14068,0.97072,0.75619,0.60434,0.43239,0.22999,0.96296,0.74948
0.29429,0.76944,0.61680,0.14028,0.97072,0.75584,0.60434,0.43137,0.22999,0.96296,0.74909
0.29530,0.76853,0.61670,0.14028,0.97072,0.75000,0.60434,0.42798,0.22999,0.96296,0.74741
0.29630,0.76746,0.61183,0.13988,0.97072,0.74968,0.60434,0.42524,0.22999,0.96296,0.74691
0.29730,0.76704,0.60936,0.13988,0.97072,0.74904,0.60434,0.42507,0.22893,0.96296,0.74615
0.29830,0.76604,0.60690,0.13724,0.97072,0.74589,0.59737,0.42507,0.22893,0.96296,0.74350
0.29930,0.76377,0.60585,0.13531,0.97072,0.74097,0.59737,0.41645,0.22893,0.96296,0.74264
0.30030,0.76285,0.60203,0.13531,0.97072,0.74097,0.59737,0.41645,0.22893,0.96296,0.74197
0.30130,0.76078,0.59977,0.13477,0.97072,0.73886,0.59737,0.41634,0.22893,0.96296,0.74197
0.30230,0.75815,0.59769,0.13363,0.97072,0.73859,0.59737,0.41634,0.22893,0.96296,0.74197
0.30330,0.75527,0.59701,0.13363,0.97072,0.73844,0.59530,0.41492,0.22893,0.96296,0.73989
0.30430,0.75434,0.59519,0.13327,0.97072,0.73844,0.59021,0.41085,0.22893,0.96296,0.73760
0.30531,0.75132,0.59244,0.13327,0.97072,0.73844,0.59021,0.40816,0.22893,0.96296,0.73583
0.30631,0.75048,0.59045,0.13061,0.97072,0.73844,0.58824,0.40377,0.22893,0.96296,0.73576
0.30731,0.74931,0.58528,0.13061,0.97072,0.73844,0.58779,0.40250,0.22652,0.96296,0.73571
0.30831,0.74699,0.57806,0.13046,0.97072,0.73551,0.58621,0.40124,0.22061,0.96296,0.73548
0.30931,0.74557,0.57453,0.12846,0.97072,0.73526,0.58621,0.40000,0.22061,0.96296,0.73272
0.31031,0.74371,0.57230,0.12795,0.97072,0.73421,0.58621,0.39877,0.22061,0.96296,0.73253
0.31131,0.74179,0.57082,0.12795,0.97072,0.73421,0.58621,0.39805,0.22061,0.93750,0.73221
0.31231,0.73917,0.57036,0.12457,0.97072,0.73365,0.58621,0.39493,0.22061,0.93750,0.73027
0.31331,0.73716,0.56986,0.12254,0.97072,0.73168,0.58621,0.39471,0.22061,0.93750,0.72978
0.31431,0.73630,0.56741,0.12203,0.97072,0.73072,0.58621,0.39448,0.21511,0.93750,0.72917
0.31532,0.73152,0.56702,0.12203,0.97072,0.73072,0.58621,0.39427,0.21511,0.93750,0.72826
0.31632,0.73095,0.56476,0.12183,0.97072,0.73072,0.58621,0.39383,0.21365,0.93750,0.72787
0.31732,0.72918,0.56007,0.12183,0.97072,0.73072,0.58621,0.39383,0.21365,0.93750,0.72787
0.31832,0.72847,0.55719,0.12171,0.97072,0.73072,0.58435,0.39340,0.20778,0.93750,0.72660
0.31932,0.72779,0.55661,0.12171,0.97072,0.73072,0.58072,0.39340,0.20778,0.93750,0.72638
0.32032,0.72536,0.55101,0.11965,0.97072,0.73072,0.58072,0.38761,0.20778,0.93750,0.72479
0.32132,0.72267,0.54681,0.11965,0.97072,0.73072,0.58072,0.38761,0.20778,0.93750,0.72376
0.32232,0.72068,0.54339,0.11956,0.97072,0.72551,0.58034,0.38761,0.20070,0.93750,0.72306
0.32332,0.71769,0.54165,0.11465,0.97072,0.72266,0.57720,0.38761,0.19752,0.93750,0.72245
0.32432,0.71614,0.54046,0.11374,0.97072,0.72266,0.57412,0.38743,0.19752,0.93750,0.72051
0.32533,0.71468,0.53946,0.11355,0.97072,0.71987,0.57412,0.38245,0.19752,0.93750,0.72043
0.32633,0.71319,0.53639,0.11320,0.97072,0.71987,0.57343,0.37901,0.19752,0.93750,0.72027
0.32733,0.71218,0.53236,0.11320,0.97072,0.71650,0.57343,0.37901,0.19752,0.93750,0.71975
0.32833,0.71107,0.53075,0.11277,0.97045,0.71007,0.56009,0.37310,0.19752,0.93750,0.71909
0.32933,0.70932,0.52734,0.11277,0.97027,0.70595,0.56009,0.36977,0.19089,0.93750,0.71779
0.33033,0.70570,0.52480,0.11166,0.96934,0.70595,0.55357,0.36966,0.19089,0.93750,0.71733
0.33133,0.70396,0.52034,0.11077,0.96932,0.70569,0.55088,0.36915,0.18553,0.93750,0.71637
0.33233,0.70251,0.51980,0.11077,0.96932,0.70569,0.54825,0.36892,0.18553,0.93750,0.71385
0.33333,0.69882,0.51866,0.11077,0.96932,0.70557,0.54565,0.36892,0.18256,0.93750,0.71385
0.33433,0.69691,0.51703,0.11074,0.96932,0.70426,0.54565,0.36534,0.18256,0.93750,0.71260
0.33534,0.69443,0.51544,0.11063,0.96919,0.70308,0.54077,0.36477,0.18191,0.93750,0.71137
0.33634,0.69433,0.51249,0.10979,0.96910,0.70222,0.53797,0.36477,0.18191,0.93750,0.71096
0.33734,0.69122,0.50987,0.10848,0.96896,0.69552,0.53797,0.36280,0.17974,0.93750,0.70914
0.33834,0.68828,0.50702,0.10848,0.96875,0.69543,0.53797,0.36136,0.17974,0.93750,0.70774
0.33934,0.68711,0.50493,0.10798,0.96875,0.69175,0.53797,0.36136,0.17974,0.93750,0.70626
0.34034,0.68409,0.50274,0.10771,0.96867,0.68496,0.53782,0.36136,0.17579,0.93750,0.70474
0.34134,0.68202,0.49843,0.10771,0.96867,0.68490,0.53766,0.36136,0.17579,0.93750,0.70350
0.34234,0.67908,0.49605,0.10771,0.96867,0.68315,0.53766,0.36136,0.17579,0.93750,0.70176
0.34334,0.67639,0.49217,0.10771,0.96867,0.68310,0.53638,0.36136,0.17579,0.93750,0.70075
0.34434,0.67449,0.48962,0.10751,0.96867,0.68168,0.53512,0.36136,0.17498,0.93750,0.69979
0.34535,0.67276,0.48882,0.10742,0.96867,0.67857,0.53170,0.36136,0.17498,0.93750,0.69925
0.34635,0.67090,0.48592,0.10742,0.96867,0.67822,0.53170,0.36048,0.17498,0.93750,0.69913
0.34735,0.67045,0.48318,0.10662,0.96867,0.67485,0.53157,0.36048,0.17498,0.93750,0.69704
0.34835,0.66811,0.47936,0.10582,0.96867,0.67253,0.53036,0.35638,0.17498,0.93750,0.69572
0.34935,0.66739,0.47824,0.10494,0.96867,0.67121,0.52485,0.35638,0.17498,0.93750,0.69572
0.35035,0.66488,0.47818,0.10362,0.96867,0.66603,0.52485,0.34948,0.17495,0.93750,0.69396
0.35135,0.66262,0.47470,0.10240,0.96867,0.66285,0.52485,0.34948,0.17495,0.93750,0.69293
0.35235,0.66150,0.46998,0.10230,0.96851,0.66255,0.52475,0.34641,0.17495,0.93750,0.69293
0.35335,0.66019,0.46943,0.10057,0.96851,0.66226,0.52259,0.34641,0.17495,0.93750,0.69246
0.35435,0.65813,0.46674,0.09952,0.96851,0.66226,0.52259,0.34641,0.17495,0.93750,0.69197
0.35536,0.65370,0.46432,0.09952,0.96851,0.66226,0.51737,0.34626,0.17495,0.93750,0.69133
0.35636,0.65218,0.46173,0.09899,0.96851,0.65918,0.51737,0.34626,0.17495,0.93750,0.69000
0.35736,0.64955,0.45618,0.09884,0.96841,0.65736,0.51631,0.34626,0.17285,0.93750,0.68804
0.35836,0.64747,0.45336,0.09868,0.96809,0.65680,0.51631,0.34626,0.17285,0.93750,0.68748
0.35936,0.64430,0.45020,0.09868,0.96809,0.65680,0.50943,0.34239,0.17189,0.92929,0.68701
0.36036,0.64261,0.44689,0.09740,0.96800,0.65625,0.50654,0.34239,0.17189,0.92929,0.68415
0.36136,0.64094,0.44106,0.09374,0.96800,0.65625,0.49546,0.34239,0.16356,0.92929,0.68224
0.36236,0.63985,0.43893,0.09312,0.96800,0.65568,0.49546,0.34237,0.16356,0.92929,0.68048
0.36336,0.63764,0.43763,0.09312,0.96800,0.65154,0.49546,0.33778,0.16129,0.92929,0.68020
0.36436,0.63696,0.43482,0.09282,0.96777,0.64964,0.48325,0.33717,0.16129,0.92929,0.67693
0.36537,0.63522,0.43387,0.09138,0.96764,0.64964,0.47449,0.33714,0.16129,0.92929,0.67575
0.36637,0.63283,0.43182,0.09138,0.96757,0.64964,0.47449,0.33714,0.16129,0.92929,0.67331
0.36737,0.63261,0.43030,0.09138,0.96748,0.64706,0.47449,0.33714,0.15922,0.92035,0.67103
0.36837,0.63127,0.42715,0.09017,0.96718,0.64539,0.47449,0.33713,0.15922,0.92035,0.66927
0.36937,0.62960,0.42533,0.09017,0.96706,0.64179,0.47449,0.33712,0.15773,0.92035,0.66753
0.37037,0.62579,0.42411,0.08894,0.96681,0.64042,0.47449,0.33419,0.15689,0.92035,0.66716
0.37137,0.62310,0.42377,0.08809,0.96654,0.63605,0.47449,0.33419,0.15689,0.92035,0.66606
0.37237,0.62081,0.42039,0.08641,0.96644,0.63339,0.47148,0.33390,0.15356,0.92035,0.66472
0.37337,0.61806,0.41864,0.08577,0.96644,0.62755,0.47148,0.33390,0.15356,0.92035,0.66424
0.37437,0.61692,0.41654,0.08528,0.96644,0.62290,0.47148,0.33390,0.15356,0.92035,0.66101
0.37538,0.61311,0.41288,0.08496,0.96643,0.62281,0.46612,0.33221,0.15356,0.92035,0.65996
0.37638,0.60971,0.40875,0.08398,0.96643,0.62281,0.46546,0.33221,0.15356,0.92035,0.65939
0.37738,0.60713,0.40831,0.08328,0.96635,0.62281,0.46341,0.33165,0.15356,0.92035,0.65928
0.37838,0.60382,0.40645,0.08309,0.96635,0.62281,0.46341,0.33083,0.15356,0.92035,0.65883
0.37938,0.60079,0.40424,0.08126,0.96635,0.61728,0.46341,0.32891,0.15356,0.92035,0.65536
0.38038,0.59904,0.40223,0.08126,0.96626,0.61469,0.44914,0.32623,0.15356,0.92035,0.65505
0.38138,0.59773,0.40004,0.08072,0.96626,0.61384,0.44914,0.32393,0.15356,0.92035,0.65426
0.38238,0.59342,0.39842,0.07678,0.96626,0.61384,0.44914,0.32393,0.15292,0.92035,0.65214
0.38338,0.59342,0.39781,0.07678,0.96565,0.61384,0.44513,0.32393,0.15292,0.92035,0.65160
0.38438,0.59130,0.39064,0.07678,0.96562,0.61384,0.44325,0.32393,0.15185,0.92035,0.65062
0.38539,0.58949,0.39052,0.07678,0.96547,0.61384,0.44207,0.32086,0.14971,0.92035,0.64775
0.38639,0.58749,0.38996,0.07597,0.96543,0.61231,0.44207,0.31761,0.14971,0.92035,0.64680
0.38739,0.58651,0.38850,0.07502,0.96534,0.61231,0.44158,0.31641,0.14903,0.92035,0.64454
0.38839,0.58418,0.38623,0.07319,0.96534,0.60568,0.44042,0.31231,0.14903,0.92035,0.64426
0.38939,0.58314,0.38579,0.07128,0.96534,0.60469,0.43601,0.31092,0.14889,0.92035,0.64312
0.39039,0.58185,0.38345,0.07126,0.96520,0.60469,0.43601,0.30977,0.14889,0.92035,0.63904
0.39139,0.57922,0.38224,0.07125,0.96496,0.60469,0.43427,0.30977,0.14434,0.92035,0.63830
0.39239,0.57840,0.38092,0.06914,0.96473,0.60279,0.43255,0.30977,0.14434,0.92035,0.63576
0.39339,0.57341,0.37729,0.06746,0.96462,0.60279,0.42651,0.30977,0.14094,0.92035,0.63501
0.39439,0.57131,0.37549,0.06735,0.96418,0.60154,0.42651,0.30661,0.14094,0.92035,0.63433
0.39540,0.56952,0.37323,0.06735,0.96418,0.59893,0.42368,0.30599,0.13684,0.92035,0.62993
0.39640,0.56631,0.37202,0.06579,0.96418,0.59862,0.41854,0.30566,0.13684,0.92035,0.62343
0.39740,0.56303,0.36999,0.06579,0.96418,0.59696,0.41313,0.30566,0.13422,0.92035,0.62204
0.39840,0.56104,0.36933,0.06579,0.96418,0.59384,0.41313,0.30416,0.13422,0.92035,0.62011
0.39940,0.56006,0.36678,0.06035,0.96418,0.59384,0.41313,0.30356,0.13422,0.92035,0.61811
0.40040,0.55894,0.36221,0.05624,0.96390,0.59384,0.41313,0.29929,0.12985,0.92035,0.61541
0.40140,0.55756,0.35992,0.05581,0.96390,0.58915,0.41313,0.29816,0.12985,0.92035,0.61428
0.40240,0.55514,0.35742,0.05581,0.96390,0.58628,0.41313,0.29816,0.12790,0.92035,0.61277
0.40340,0.55378,0.35636,0.05400,0.96380,0.58090,0.41281,0.29705,0.12790,0.92035,0.61109
0.40440,0.55141,0.35472,0.05058,0.96380,0.57941,0.41137,0.29705,0.12514,0.92035,0.61044
0.40541,0.54933,0.35095,0.05044,0.96376,0.57626,0.40775,0.29612,0.12514,0.92035,0.60507
0.40641,0.54627,0.35044,0.05035,0.96376,0.57530,0.40775,0.29612,0.12344,0.92035,0.60358
0.40741,0.54507,0.34940,0.05027,0.96355,0.57530,0.40687,0.29612,0.12344,0.92035,0.60060
0.40841,0.54234,0.34623,0.05018,0.96304,0.57438,0.40687,0.29612,0.12213,0.92035,0.59862
0.40941,0.53948,0.34337,0.05010,0.96304,0.57376,0.40687,0.29558,0.12213,0.92035,0.59660
0.41041,0.53595,0.34044,0.05001,0.96297,0.57234,0.40687,0.29513,0.12153,0.92035,0.59525
0.41141,0.53326,0.34011,0.04993,0.96259,0.57203,0.40551,0.29513,0.12153,0.92035,0.59357
0.41241,0.53000,0.33657,0.04985,0.96250,0.57193,0.39847,0.29460,0.11976,0.92035,0.59162
0.41341,0.52839,0.33571,0.04976,0.96215,0.57093,0.39847,0.28944,0.11976,0.92035,0.58961
0.41441,0.52741,0.33491,0.04968,0.96197,0.57014,0.39847,0.28599,0.11806,0.91304,0.58776
0.41542,0.52508,0.33281,0.04959,0.96197,0.57014,0.39847,0.28599,0.11746,0.91304,0.58627
0.41642,0.52079,0.33121,0.04951,0.96177,0.56720,0.39272,0.28599,0.11746,0.91304,0.58360
0.41742,0.51701,0.32928,0.04942,0.96155,0.56421,0.39250,0.28599,0.11712,0.91304,0.58257
0.41842,0.51503,0.32874,0.04934,0.96145,0.56412,0.39250,0.28442,0.11712,0.89831,0.58257
0.41942,0.51236,0.32839,0.04925,0.96129,0.56242,0.38415,0.28359,0.11582,0.89831,0.58135
0.42042,0.50896,0.32426,0.04917,0.96116,0.55922,0.37981,0.28241,0.11582,0.89831,0.58133
0.42142,0.50721,0.32007,0.04908,0.96105,0.55831,0.37589,0.28199,0.11568,0.89831,0.57921
0.42242,0.50480,0.31862,0.04900,0.96105,0.55445,0.37589,0.28199,0.11568,0.89167,0.57815
0.42342,0.50228,0.31224,0.04891,0.96105,0.55357,0.37589,0.28199,0.11505,0.89167,0.57250
0.42442,0.49874,0.30782,0.04883,0.96105,0.55307,0.35288,0.27882,0.11505,0.89167,0.56947
0.42543,0.49494,0.30576,0.04874,0.96091,0.55148,0.34853,0.27882,0.11505,0.89167,0.56819
0.42643,0.49327,0.30380,0.04866,0.96091,0.55026,0.34853,0.27771,0.11505,0.87903,0.56492
0.42743,0.48844,0.30138,0.04857,0.96091,0.54622,0.34853,0.27661,0.11461,0.87903,0.56380
0.42843,0.48754,0.29708,0.04849,0.96091,0.54399,0.34146,0.27451,0.11461,0.87903,0.56200
0.42943,0.48661,0.29595,0.04840,0.96091,0.54215,0.33857,0.27345,0.11461,0.87903,0.55943
0.43043,0.48062,0.29304,0.04832,0.96091,0.53759,0.33857,0.27289,0.11461,0.87903,0.55706
0.43143,0.48032,0.29210,0.04823,0.96091,0.53648,0.33820,0.27251,0.11414,0.87903,0.55459
0.43243,0.47652,0.29110,0.04815,0.96091,0.52974,0.33609,0.27147,0.11274,0.87903,0.55271
0.43343,0.47404,0.28932,0.04806,0.96091,0.52901,0.33505,0.26948,0.11274,0.87903,0.55013
0.43443,0.46957,0.28706,0.04798,0.96091,0.52410,0.33505,0.26860,0.11262,0.87302,0.54886
0.43544,0.46718,0.28562,0.04789,0.96083,0.52375,0.33333,0.26761,0.11262,0.87302,0.54718
0.43644,0.46545,0.28316,0.04781,0.96078,0.52116,0.33232,0.26370,0.11085,0.87302,0.54552
0.43744,0.46197,0.27893,0.04772,0.96068,0.50794,0.32966,0.26322,0.11085,0.87302,0.54386
0.43844,0.45911,0.27754,0.04764,0.96040,0.50792,0.32966,0.26256,0.10935,0.86047,0.54363
0.43944,0.45462,0.27580,0.04755,0.96040,0.50492,0.32836,0.26256,0.10935,0.86047,0.53929
0.44044,0.45194,0.27087,0.04747,0.96020,0.50492,0.32387,0.26203,0.10910,0.86047,0.53702
0.44144,0.44742,0.26778,0.04738,0.96020,0.50492,0.32236,0.26203,0.10910,0.86047,0.53608
0.44244,0.44456,0.26617,0.04730,0.96020,0.50288,0.32236,0.26203,0.10836,0.85714,0.53608
0.44344,0.43948,0.26369,0.04721,0.95998,0.50229,0.32236,0.26089,0.10836,0.85714,0.53440
0.44444,0.43721,0.26148,0.04713,0.95998,0.50000,0.32177,0.26089,0.10611,0.85714,0.53235
0.44545,0.43603,0.25893,0.04704,0.95963,0.49689,0.32088,0.26089,0.10611,0.85714,0.53096
0.44645,0.43225,0.25598,0.04696,0.95940,0.49246,0.32088,0.26089,0.10611,0.85714,0.52807
0.44745,0.43008,0.25220,0.04687,0.95940,0.49059,0.31520,0.25914,0.10529,0.85714,0.52647
0.44845,0.42688,0.24997,0.04679,0.95940,0.49059,0.31349,0.25883,0.10529,0.85714,0.52389
0.44945,0.42554,0.24892,0.04670,0.95922,0.48525,0.31129,0.25668,0.10512,0.85714,0.52210
0.45045,0.42239,0.24847,0.04662,0.95915,0.47978,0.31129,0.25668,0.10512,0.85714,0.52095
0.45145,0.41908,0.24604,0.04653,0.95915,0.47854,0.31129,0.25652,0.09988,0.85714,0.51906
0.45245,0.41689,0.24171,0.04645,0.95903,0.47604,0.30769,0.25554,0.09988,0.85714,0.51695
0.45345,0.41526,0.23939,0.04636,0.95838,0.47407,0.29730,0.25279,0.09692,0.85714,0.51607
0.45445,0.41286,0.23497,0.04628,0.95829,0.46868,0.29730,0.25279,0.09692,0.84783,0.51305
0.45546,0.41101,0.23236,0.04619,0.95829,0.46753,0.28945,0.24909,0.09639,0.84783,0.51137
0.45646,0.40873,0.22794,0.04611,0.95829,0.46591,0.28945,0.24909,0.09639,0.84783,0.51005
0.45746,0.40466,0.22616,0.04602,0.95829,0.46407,0.28359,0.24883,0.09374,0.84783,0.50806
0.45846,0.40376,0.22469,0.04594,0.95829,0.46154,0.28359,0.24743,0.09374,0.84783,0.50805
0.45946,0.39982,0.22320,0.04585,0.95829,0.45945,0.28256,0.24743,0.09226,0.84783,0.50723
0.46046,0.39578,0.22258,0.04577,0.95829,0.45945,0.28176,0.24567,0.09226,0.84783,0.50494
0.46146,0.39246,0.21773,0.04568,0.95809,0.45945,0.27443,0.24494,0.09226,0.84783,0.50234
0.46246,0.39031,0.21434,0.04560,0.95780,0.45930,0.27443,0.24494,0.09226,0.84783,0.49967
0.46346,0.38908,0.21218,0.04551,0.95769,0.45414,0.27443,0.24400,0.09226,0.84783,0.49857
0.46446,0.38493,0.20722,0.04543,0.95744,0.45289,0.27443,0.24400,0.09226,0.84783,0.49672
0.46547,0.38234,0.20432,0.04534,0.95744,0.45076,0.27443,0.24400,0.09226,0.84783,0.49253
0.46647,0.37933,0.20193,0.04526,0.95744,0.44801,0.27443,0.24400,0.09185,0.79470,0.48927
0.46747,0.37687,0.20060,0.04517,0.95726,0.44724,0.27443,0.24353,0.09185,0.79470,0.48752
0.46847,0.37484,0.19947,0.04509,0.95722,0.44455,0.27287,0.24342,0.09061,0.79470,0.48681
0.46947,0.37273,0.19694,0.04500,0.95684,0.44402,0.26783,0.24279,0.09061,0.79470,0.48602
0.47047,0.36826,0.18883,0.04492,0.95650,0.43874,0.26783,0.24279,0.08715,0.79470,0.48369
0.47147,0.36601,0.18486,0.04484,0.95648,0.43859,0.26523,0.24279,0.08715,0.79470,0.48181
0.47247,0.36197,0.17855,0.04475,0.95633,0.43624,0.26523,0.24279,0.08636,0.79470,0.48104
0.47347,0.35865,0.17122,0.04467,0.95612,0.43414,0.26523,0.24279,0.08636,0.79470,0.47829
0.47447,0.35672,0.16849,0.04458,0.95594,0.42348,0.26523,0.24279,0.08562,0.79470,0.47829
0.47548,0.35515,0.15487,0.04450,0.95570,0.42330,0.26523,0.24279,0.08562,0.79470,0.47829
0.47648,0.35376,0.15458,0.04441,0.95553,0.42192,0.26150,0.24118,0.08506,0.79470,0.47608
0.47748,0.35277,0.15428,0.04433,0.95550,0.42124,0.26109,0.24118,0.08385,0.79470,0.47537
0.47848,0.34871,0.15399,0.04424,0.95550,0.42019,0.26109,0.24052,0.08385,0.79085,0.47395
0.47948,0.34592,0.15369,0.04416,0.95550,0.41940,0.25316,0.24032,0.08333,0.79085,0.47144
0.48048,0.34277,0.15339,0.04407,0.95550,0.41751,0.25208,0.24032,0.08333,0.79085,0.46951
0.48148,0.34023,0.15310,0.04399,0.95542,0.41248,0.25208,0.23695,0.08325,0.79085,0.46884
0.48248,0.33852,0.15280,0.04390,0.95514,0.41238,0.25208,0.23587,0.08325,0.77848,0.46630
0.48348,0.33704,0.15251,0.04382,0.95508,0.40864,0.25208,0.23207,0.08325,0.77848,0.46499
0.48448,0.33419,0.15221,0.04373,0.95465,0.40431,0.25208,0.23207,0.08325,0.77848,0.46468
0.48549,0.33056,0.15192,0.04365,0.95460,0.40176,0.24881,0.23207,0.08244,0.77848,0.46275
0.48649,0.32727,0.15162,0.04356,0.95440,0.40159,0.24881,0.23126,0.08244,0.77848,0.46148
0.48749,0.32204,0.15133,0.04348,0.95424,0.40125,0.24680,0.22942,0.08244,0.77848,0.45898
0.48849,0.32053,0.15103,0.04339,0.95422,0.40125,0.24581,0.22575,0.08244,0.77848,0.45675
0.48949,0.31923,0.15073,0.04331,0.95405,0.39950,0.23927,0.22575,0.08068,0.77848,0.45649
0.49049,0.31637,0.15044,0.04322,0.95369,0.39762,0.23927,0.22540,0.08068,0.77500,0.45436
0.49149,0.31423,0.15014,0.04314,0.95330,0.39633,0.23593,0.22290,0.08052,0.77500,0.45295
0.49249,0.31208,0.14985,0.04305,0.95330,0.39561,0.23507,0.22112,0.07902,0.77500,0.45219
0.49349,0.30988,0.14955,0.04297,0.95322,0.39538,0.23072,0.21968,0.07902,0.77500,0.44818
0.49449,0.30693,0.14926,0.04288,0.95290,0.39167,0.23072,0.21968,0.07902,0.76829,0.44473
0.49550,0.30506,0.14896,0.04280,0.95286,0.39144,0.22766,0.21968,0.07902,0.76829,0.44365
0.49650,0.30338,0.14867,0.04271,0.95269,0.38631,0.22730,0.21899,0.07847,0.76829,0.44101
0.49750,0.30180,0.14837,0.04263,0.95269,0.38383,0.22509,0.21748,0.07847,0.76829,0.43992
