                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    150,                 1.1718,                0.80433,                  1.009,                0.57952,                0.46691,                 0.4948,                0.30007,                 1.1727,                0.83485,                0.99283,               0.001334,               0.001334,               0.001334
                    151,                 1.1584,                0.79974,                 1.0082,                0.58048,                0.46678,                0.49532,                0.30009,                 1.1731,                0.83447,                0.99284,              0.0013295,              0.0013295,              0.0013295
                    152,                  1.159,                0.80059,                 1.0076,                0.57828,                0.46791,                0.49556,                0.30019,                 1.1735,                0.83397,                0.99281,               0.001325,               0.001325,               0.001325
                    153,                 1.1567,                0.79724,                 1.0055,                0.57404,                0.47117,                0.49533,                0.30039,                 1.1736,                0.83398,                 0.9927,              0.0013205,              0.0013205,              0.0013205
                    154,                 1.1689,                0.80045,                  1.012,                0.57739,                 0.4694,                0.49586,                0.30053,                 1.1732,                0.83372,                0.99251,               0.001316,               0.001316,               0.001316
                    155,                 1.1569,                0.79528,                 1.0087,                0.57743,                0.46946,                0.49578,                0.30086,                 1.1734,                0.83336,                0.99241,              0.0013115,              0.0013115,              0.0013115
                    156,                 1.1655,                 0.7966,                 1.0083,                0.57544,                0.47234,                0.49602,                0.30101,                 1.1732,                0.83334,                0.99235,               0.001307,               0.001307,               0.001307
                    157,                 1.1557,                0.79104,                  1.005,                 0.5775,                0.47103,                0.49634,                0.30109,                 1.1735,                 0.8332,                0.99222,              0.0013025,              0.0013025,              0.0013025
                    158,                 1.1603,                0.79295,                 1.0076,                0.57595,                0.47236,                0.49643,                0.30115,                  1.174,                0.83292,                0.99211,               0.001298,               0.001298,               0.001298
                    159,                   1.16,                0.79094,                 1.0072,                0.57141,                0.47573,                0.49605,                0.30131,                 1.1743,                0.83267,                0.99202,              0.0012935,              0.0012935,              0.0012935
                    160,                 1.1647,                0.79282,                 1.0102,                0.57042,                0.47652,                0.49628,                0.30166,                 1.1747,                0.83244,                0.99193,               0.001289,               0.001289,               0.001289
                    161,                  1.157,                  0.786,                 1.0072,                0.56403,                0.48157,                0.49637,                 0.3015,                 1.1757,                0.83241,                0.99196,              0.0012845,              0.0012845,              0.0012845
                    162,                 1.1566,                0.78484,                 1.0024,                0.56426,                0.48194,                0.49644,                0.30168,                 1.1765,                0.83233,                  0.992,                0.00128,                0.00128,                0.00128
                    163,                 1.1657,                0.79295,                 1.0069,                0.56699,                0.48092,                0.49649,                0.30178,                 1.1768,                0.83215,                0.99194,              0.0012755,              0.0012755,              0.0012755
                    164,                 1.1561,                0.78534,                 1.0021,                0.56732,                0.48079,                0.49637,                0.30169,                 1.1778,                0.83215,                0.99197,               0.001271,               0.001271,               0.001271
                    165,                 1.1668,                0.78943,                 1.0061,                0.56799,                0.48098,                0.49637,                0.30195,                 1.1785,                0.83213,                0.99203,              0.0012665,              0.0012665,              0.0012665
                    166,                 1.1608,                0.78562,                 1.0019,                0.57112,                0.47873,                0.49654,                0.30198,                 1.1797,                0.83189,                0.99192,               0.001262,               0.001262,               0.001262
                    167,                 1.1653,                0.78301,                 1.0036,                0.56532,                0.48359,                0.49675,                0.30219,                 1.1812,                0.83176,                0.99189,              0.0012575,              0.0012575,              0.0012575
                    168,                 1.1668,                0.78441,                 1.0034,                0.56929,                0.48157,                0.49692,                0.30236,                 1.1821,                0.83172,                0.99185,               0.001253,               0.001253,               0.001253
                    169,                 1.1661,                 0.7799,                 1.0011,                0.57084,                0.48011,                0.49716,                0.30261,                 1.1838,                0.83157,                0.99181,              0.0012485,              0.0012485,              0.0012485
                    170,                 1.1732,                0.78303,                 1.0033,                0.57192,                0.47868,                0.49718,                 0.3026,                 1.1858,                0.83155,                0.99183,               0.001244,               0.001244,               0.001244
                    171,                  1.162,                0.77543,                0.99807,                0.57183,                0.47904,                0.49744,                0.30279,                 1.1882,                0.83156,                0.99174,              0.0012395,              0.0012395,              0.0012395
                    172,                 1.1739,                0.78197,                 1.0016,                0.57335,                0.47792,                0.49735,                0.30276,                 1.1901,                0.83138,                0.99177,               0.001235,               0.001235,               0.001235
                    173,                  1.171,                0.78065,                0.99929,                0.57598,                0.47654,                0.49773,                0.30305,                 1.1916,                0.83128,                0.99173,              0.0012305,              0.0012305,              0.0012305
                    174,                 1.1796,                0.78326,                 1.0018,                0.57601,                0.47643,                0.49718,                0.30305,                 1.1934,                0.83112,                0.99174,               0.001226,               0.001226,               0.001226
                    175,                 1.1767,                0.78142,                 1.0004,                0.57248,                0.47992,                0.49703,                0.30286,                 1.1956,                0.83109,                0.99173,              0.0012215,              0.0012215,              0.0012215
                    176,                 1.1833,                0.78106,                0.99916,                0.57294,                0.48026,                0.49719,                 0.3029,                 1.1974,                0.83111,                0.99166,               0.001217,               0.001217,               0.001217
                    177,                  1.188,                0.78067,                0.99901,                0.56999,                0.48189,                0.49738,                0.30301,                 1.1998,                0.83093,                0.99171,              0.0012125,              0.0012125,              0.0012125
                    178,                 1.1809,                0.77974,                0.99783,                0.57014,                0.48225,                0.49744,                0.30306,                 1.2022,                0.83085,                0.99167,               0.001208,               0.001208,               0.001208
                    179,                 1.1914,                0.77848,                0.99835,                0.57135,                0.48192,                0.49749,                0.30314,                 1.2045,                0.83096,                0.99165,              0.0012035,              0.0012035,              0.0012035
                    180,                 1.1816,                0.77446,                0.99433,                0.57322,                0.48126,                0.49765,                0.30336,                 1.2072,                0.83108,                0.99155,               0.001199,               0.001199,               0.001199
                    181,                 1.1852,                0.77221,                0.99797,                0.57515,                0.48058,                0.49734,                0.30324,                 1.2101,                0.83081,                0.99153,              0.0011945,              0.0011945,              0.0011945
                    182,                 1.1918,                0.77288,                0.99588,                0.57473,                0.48072,                0.49741,                0.30323,                 1.2132,                0.83084,                0.99153,                0.00119,                0.00119,                0.00119
                    183,                 1.2047,                0.77784,                0.99674,                0.57604,                0.47974,                0.49744,                 0.3033,                 1.2153,                 0.8309,                0.99156,              0.0011855,              0.0011855,              0.0011855
                    184,                 1.2006,                0.77616,                0.99676,                0.57418,                0.48112,                0.49753,                0.30319,                 1.2179,                  0.831,                0.99153,               0.001181,               0.001181,               0.001181
                    185,                 1.1942,                0.77208,                 0.9942,                0.57671,                0.47977,                0.49755,                0.30317,                 1.2208,                0.83084,                0.99154,              0.0011765,              0.0011765,              0.0011765
                    186,                 1.2065,                0.78079,                0.99542,                0.57711,                0.47941,                0.49787,                0.30327,                 1.2226,                 0.8308,                 0.9915,               0.001172,               0.001172,               0.001172
                    187,                 1.1972,                0.76924,                0.99247,                0.57695,                 0.4795,                0.49779,                0.30339,                 1.2254,                0.83079,                0.99151,              0.0011675,              0.0011675,              0.0011675
                    188,                 1.2065,                0.77675,                0.99277,                0.57712,                0.47951,                0.49786,                0.30366,                 1.2272,                0.83086,                0.99149,               0.001163,               0.001163,               0.001163
                    189,                 1.1953,                0.76547,                0.98966,                0.57789,                 0.4794,                0.49807,                0.30366,                 1.2296,                0.83078,                0.99142,              0.0011585,              0.0011585,              0.0011585
                    190,                  1.202,                0.76931,                0.99052,                0.57849,                   0.48,                0.49814,                0.30378,                 1.2316,                0.83101,                0.99142,               0.001154,               0.001154,               0.001154
                    191,                 1.2022,                0.76898,                0.99252,                0.57922,                0.48093,                0.49847,                0.30375,                 1.2338,                0.83105,                0.99138,              0.0011495,              0.0011495,              0.0011495
                    192,                 1.2049,                0.77014,                0.99061,                0.57814,                0.48071,                0.49787,                0.30368,                 1.2354,                0.83108,                 0.9913,               0.001145,               0.001145,               0.001145
                    193,                 1.2156,                0.77343,                0.99388,                  0.578,                0.48071,                0.49814,                 0.3037,                 1.2366,                0.83125,                0.99131,              0.0011405,              0.0011405,              0.0011405
                    194,                 1.1998,                 0.7629,                0.98795,                0.57925,                0.47952,                0.49831,                0.30389,                 1.2384,                0.83116,                0.99131,               0.001136,               0.001136,               0.001136
                    195,                 1.2107,                0.76551,                0.99146,                0.57867,                0.48146,                0.49857,                0.30367,                 1.2398,                0.83148,                0.99127,              0.0011315,              0.0011315,              0.0011315
                    196,                 1.2149,                0.76669,                0.99089,                0.57871,                0.48238,                0.49859,                0.30371,                 1.2407,                0.83148,                0.99122,               0.001127,               0.001127,               0.001127
                    197,                 1.2119,                0.76511,                0.98827,                0.57828,                0.48204,                0.49843,                0.30376,                 1.2419,                0.83143,                0.99124,              0.0011225,              0.0011225,              0.0011225
                    198,                 1.2113,                 0.7616,                0.98801,                 0.5762,                0.48413,                 0.4983,                 0.3037,                 1.2429,                0.83152,                0.99121,               0.001118,               0.001118,               0.001118
                    199,                 1.2042,                0.75716,                0.98601,                0.57931,                0.48256,                0.49885,                0.30387,                 1.2439,                0.83163,                0.99114,              0.0011135,              0.0011135,              0.0011135
                    200,                  1.214,                0.76444,                0.98885,                0.57979,                0.48283,                0.49905,                 0.3039,                 1.2448,                0.83187,                0.99111,               0.001109,               0.001109,               0.001109
                    201,                 1.2056,                0.76249,                0.98502,                0.57951,                0.48287,                0.49891,                0.30412,                  1.246,                0.83219,                0.99112,              0.0011045,              0.0011045,              0.0011045
                    202,                 1.2115,                0.76627,                0.98773,                0.57995,                0.48205,                0.49894,                0.30406,                 1.2472,                0.83227,                 0.9912,                 0.0011,                 0.0011,                 0.0011
                    203,                 1.2037,                0.75647,                 0.9858,                0.58058,                0.48188,                0.49902,                0.30408,                 1.2484,                0.83228,                0.99113,              0.0010955,              0.0010955,              0.0010955
                    204,                 1.2008,                0.75501,                0.98473,                0.58065,                0.48097,                  0.499,                0.30386,                 1.2496,                0.83254,                0.99113,               0.001091,               0.001091,               0.001091
                    205,                 1.2036,                 0.7566,                0.98249,                0.58199,                0.48003,                0.49902,                 0.3038,                 1.2507,                0.83266,                0.99115,              0.0010865,              0.0010865,              0.0010865
                    206,                 1.2129,                0.75866,                0.98518,                 0.5823,                0.48013,                0.49911,                 0.3041,                  1.251,                0.83271,                0.99113,               0.001082,               0.001082,               0.001082
                    207,                 1.2098,                0.75441,                0.98435,                0.58319,                0.47988,                 0.4994,                0.30422,                 1.2519,                0.83296,                 0.9911,              0.0010775,              0.0010775,              0.0010775
                    208,                 1.2031,                0.75414,                0.98236,                0.58203,                0.48084,                0.49968,                0.30436,                 1.2528,                0.83325,                0.99108,               0.001073,               0.001073,               0.001073
                    209,                  1.205,                0.75456,                0.98314,                0.58422,                0.48008,                0.49977,                0.30433,                 1.2532,                 0.8331,                0.99098,              0.0010685,              0.0010685,              0.0010685
                    210,                 1.2038,                0.75309,                0.98136,                0.58522,                0.47949,                0.49975,                0.30435,                 1.2544,                0.83321,                0.99102,               0.001064,               0.001064,               0.001064
                    211,                 1.2019,                0.74758,                0.98027,                0.58595,                0.47872,                0.49973,                0.30452,                 1.2549,                0.83358,                0.99098,              0.0010595,              0.0010595,              0.0010595
                    212,                  1.213,                0.75533,                0.98267,                0.58649,                0.47866,                0.49965,                0.30452,                 1.2552,                0.83359,                0.99093,               0.001055,               0.001055,               0.001055
                    213,                 1.2022,                0.74481,                0.97756,                0.58689,                0.47879,                0.49955,                0.30471,                 1.2562,                0.83387,                0.99095,              0.0010505,              0.0010505,              0.0010505
                    214,                 1.1929,                0.74273,                0.98122,                0.58873,                0.47833,                0.49991,                0.30459,                 1.2572,                0.83389,                0.99097,               0.001046,               0.001046,               0.001046
                    215,                 1.2075,                0.74915,                0.98077,                0.58907,                 0.4781,                0.49986,                0.30456,                 1.2577,                0.83433,                0.99097,              0.0010415,              0.0010415,              0.0010415
                    216,                 1.1949,                 0.7405,                0.97744,                0.58839,                0.47759,                0.49984,                0.30476,                 1.2583,                0.83445,                 0.9909,               0.001037,               0.001037,               0.001037
                    217,                 1.2004,                0.74538,                0.98124,                0.58711,                0.47848,                0.50003,                0.30467,                  1.259,                0.83463,                0.99086,              0.0010325,              0.0010325,              0.0010325
                    218,                 1.1932,                0.73852,                0.97693,                0.58703,                0.47828,                0.50034,                 0.3048,                 1.2597,                0.83477,                0.99082,               0.001028,               0.001028,               0.001028
                    219,                 1.1951,                0.74122,                 0.9776,                0.58663,                0.47847,                0.49996,                0.30475,                 1.2603,                0.83504,                0.99079,              0.0010235,              0.0010235,              0.0010235
                    220,                 1.2011,                 0.7428,                 0.9799,                0.58549,                0.47945,                0.50007,                0.30478,                 1.2607,                0.83516,                0.99079,               0.001019,               0.001019,               0.001019
                    221,                 1.1953,                0.73796,                0.97979,                0.58237,                0.48108,                0.49968,                0.30494,                 1.2614,                0.83521,                0.99074,              0.0010145,              0.0010145,              0.0010145
                    222,                 1.1978,                0.73719,                0.97768,                0.58269,                0.48175,                0.50007,                0.30487,                 1.2619,                 0.8353,                0.99069,                0.00101,                0.00101,                0.00101
                    223,                 1.1903,                0.73362,                0.97569,                0.58253,                0.48152,                0.49972,                0.30494,                 1.2627,                0.83539,                0.99071,              0.0010055,              0.0010055,              0.0010055
                    224,                 1.2015,                 0.7408,                0.97792,                0.58293,                0.48132,                0.49982,                0.30472,                 1.2631,                0.83539,                0.99071,               0.001001,               0.001001,               0.001001
                    225,                 1.1962,                0.73938,                0.97791,                0.58315,                0.48137,                0.49947,                0.30468,                 1.2636,                0.83539,                0.99077,              0.0009965,              0.0009965,              0.0009965
                    226,                  1.194,                0.73364,                0.97697,                0.58412,                 0.4805,                0.49968,                0.30465,                 1.2645,                0.83565,                0.99079,               0.000992,               0.000992,               0.000992
                    227,                  1.201,                0.73932,                0.97782,                0.58331,                0.48111,                0.49955,                0.30472,                 1.2645,                0.83579,                0.99064,              0.0009875,              0.0009875,              0.0009875
                    228,                 1.1925,                0.73486,                0.97475,                 0.5838,                0.48112,                0.49975,                0.30471,                 1.2652,                0.83581,                0.99077,               0.000983,               0.000983,               0.000983
                    229,                 1.1879,                0.73048,                0.97214,                0.58408,                0.48105,                0.49982,                0.30448,                 1.2659,                0.83596,                0.99081,              0.0009785,              0.0009785,              0.0009785
                    230,                 1.1932,                 0.7317,                0.97581,                0.58338,                0.48044,                0.49967,                0.30474,                 1.2665,                 0.8362,                 0.9907,               0.000974,               0.000974,               0.000974
                    231,                 1.1941,                 0.7356,                0.97394,                0.58385,                0.48107,                0.49985,                0.30481,                 1.2668,                0.83617,                0.99067,              0.0009695,              0.0009695,              0.0009695
                    232,                 1.1914,                0.72743,                0.97531,                0.58563,                0.47888,                0.49971,                0.30468,                 1.2676,                0.83633,                0.99065,               0.000965,               0.000965,               0.000965
                    233,                 1.1882,                0.73206,                0.97493,                0.58687,                0.47944,                0.49998,                0.30471,                 1.2681,                0.83658,                0.99066,              0.0009605,              0.0009605,              0.0009605
                    234,                 1.1797,                0.72509,                 0.9724,                0.58757,                0.47858,                 0.5001,                0.30477,                 1.2691,                0.83669,                0.99066,               0.000956,               0.000956,               0.000956
                    235,                  1.189,                 0.7293,                0.97463,                0.58866,                0.47754,                 0.4999,                0.30472,                 1.2694,                0.83684,                0.99062,              0.0009515,              0.0009515,              0.0009515
                    236,                 1.1861,                0.72773,                0.97391,                0.58738,                0.47833,                0.49992,                 0.3048,                 1.2699,                0.83695,                0.99066,               0.000947,               0.000947,               0.000947
                    237,                  1.181,                 0.7235,                0.97118,                0.58781,                0.47863,                0.50004,                0.30474,                 1.2708,                 0.8372,                0.99068,              0.0009425,              0.0009425,              0.0009425
                    238,                 1.1906,                0.72928,                0.97363,                0.58809,                0.47745,                0.50002,                 0.3048,                  1.271,                0.83729,                0.99068,               0.000938,               0.000938,               0.000938
                    239,                  1.189,                0.72728,                0.97198,                0.58795,                0.47855,                0.50009,                 0.3048,                 1.2716,                0.83751,                0.99073,              0.0009335,              0.0009335,              0.0009335
                    240,                  1.179,                0.72014,                0.97137,                0.58916,                0.47757,                 0.5001,                0.30467,                 1.2723,                0.83766,                0.99068,               0.000929,               0.000929,               0.000929
                    241,                 1.1791,                0.72162,                0.97033,                0.59135,                0.47718,                0.50004,                0.30473,                 1.2729,                0.83774,                0.99067,              0.0009245,              0.0009245,              0.0009245
                    242,                 1.1771,                0.71748,                0.97167,                0.59241,                0.47741,                0.50016,                0.30473,                 1.2737,                0.83776,                0.99067,                0.00092,                0.00092,                0.00092
                    243,                 1.1808,                0.72169,                0.97064,                0.59226,                0.47686,                0.49995,                0.30472,                 1.2745,                0.83788,                0.99075,              0.0009155,              0.0009155,              0.0009155
                    244,                 1.1811,                0.71806,                0.96824,                0.59265,                0.47669,                    0.5,                0.30477,                  1.275,                0.83818,                 0.9908,               0.000911,               0.000911,               0.000911
                    245,                 1.1795,                0.71654,                0.97009,                0.59279,                 0.4762,                0.49991,                0.30475,                 1.2755,                0.83842,                0.99074,              0.0009065,              0.0009065,              0.0009065
                    246,                 1.1889,                0.72404,                0.97217,                0.59273,                0.47608,                0.49995,                0.30468,                  1.276,                0.83871,                0.99083,               0.000902,               0.000902,               0.000902
                    247,                 1.1829,                0.72046,                0.96971,                 0.5917,                0.47705,                0.49995,                0.30475,                 1.2763,                 0.8388,                0.99078,              0.0008975,              0.0008975,              0.0008975
                    248,                 1.1744,                0.71257,                0.96951,                 0.5925,                0.47705,                0.50036,                0.30488,                 1.2772,                0.83872,                0.99081,               0.000893,               0.000893,               0.000893
                    249,                  1.169,                0.71474,                0.96835,                  0.594,                0.47643,                 0.5001,                 0.3048,                 1.2777,                0.83907,                0.99079,              0.0008885,              0.0008885,              0.0008885
                    250,                  1.177,                 0.7162,                0.96991,                0.59321,                0.47553,                0.50023,                0.30489,                 1.2782,                0.83905,                0.99082,               0.000884,               0.000884,               0.000884
                    251,                 1.1731,                 0.7121,                0.96805,                0.59381,                0.47638,                0.50045,                0.30489,                 1.2788,                0.83936,                0.99072,              0.0008795,              0.0008795,              0.0008795
                    252,                 1.1658,                0.70963,                0.96831,                0.59421,                0.47597,                0.50053,                0.30504,                 1.2797,                0.83954,                0.99074,               0.000875,               0.000875,               0.000875
                    253,                 1.1685,                0.70631,                 0.9654,                 0.5937,                0.47584,                0.50019,                 0.3049,                 1.2802,                0.83976,                0.99068,              0.0008705,              0.0008705,              0.0008705
                    254,                 1.1691,                0.70997,                0.96464,                0.59384,                0.47582,                0.50011,                0.30484,                 1.2809,                0.83987,                 0.9907,               0.000866,               0.000866,               0.000866
                    255,                 1.1802,                0.71451,                0.96611,                0.59357,                0.47605,                0.50021,                0.30477,                  1.281,                0.84014,                 0.9907,              0.0008615,              0.0008615,              0.0008615
                    256,                 1.1699,                 0.7056,                 0.9634,                 0.5954,                 0.4754,                0.50038,                0.30498,                 1.2816,                0.84046,                0.99068,               0.000857,               0.000857,               0.000857
                    257,                  1.167,                0.70671,                0.96559,                0.59453,                0.47622,                0.50044,                0.30488,                 1.2822,                0.84067,                 0.9907,              0.0008525,              0.0008525,              0.0008525
                    258,                 1.1624,                0.70187,                0.96438,                0.59523,                0.47493,                0.50042,                0.30482,                 1.2831,                0.84095,                 0.9907,               0.000848,               0.000848,               0.000848
                    259,                 1.1727,                0.70901,                0.96711,                0.59396,                0.47607,                0.50072,                0.30491,                 1.2836,                0.84112,                0.99078,              0.0008435,              0.0008435,              0.0008435
                    260,                 1.1617,                0.70343,                0.96553,                0.59414,                0.47593,                0.50065,                0.30496,                 1.2842,                0.84125,                0.99073,               0.000839,               0.000839,               0.000839
                    261,                 1.1658,                  0.706,                0.96451,                0.59495,                0.47446,                0.50056,                0.30495,                 1.2846,                0.84164,                0.99077,              0.0008345,              0.0008345,              0.0008345
                    262,                 1.1644,                 0.7015,                0.96434,                0.59512,                0.47464,                0.50079,                0.30516,                 1.2854,                0.84181,                0.99084,                0.00083,                0.00083,                0.00083
                    263,                 1.1681,                0.70275,                0.96311,                0.59457,                 0.4759,                0.50071,                0.30517,                 1.2859,                0.84207,                0.99088,              0.0008255,              0.0008255,              0.0008255
                    264,                 1.1688,                0.70393,                0.96744,                0.59496,                0.47619,                 0.5008,                0.30513,                 1.2863,                0.84229,                0.99087,               0.000821,               0.000821,               0.000821
                    265,                 1.1649,                0.70098,                0.96189,                0.59371,                0.47691,                 0.5008,                0.30509,                 1.2871,                 0.8426,                0.99092,              0.0008165,              0.0008165,              0.0008165
                    266,                 1.1605,                0.69706,                0.96256,                0.59356,                0.47677,                0.50062,                0.30521,                 1.2881,                 0.8426,                0.99092,               0.000812,               0.000812,               0.000812
                    267,                 1.1658,                0.69944,                0.96397,                0.59327,                0.47792,                0.50058,                0.30514,                 1.2885,                0.84289,                0.99093,              0.0008075,              0.0008075,              0.0008075
                    268,                 1.1611,                0.69847,                 0.9611,                0.59281,                 0.4778,                0.50064,                0.30533,                 1.2891,                0.84295,                0.99099,               0.000803,               0.000803,               0.000803
                    269,                 1.1521,                0.69294,                0.96019,                0.59406,                0.47719,                0.50065,                0.30518,                   1.29,                0.84319,                0.99105,              0.0007985,              0.0007985,              0.0007985
                    270,                 1.1542,                0.69352,                0.96116,                0.59529,                0.47638,                0.50059,                0.30518,                 1.2905,                 0.8436,                0.99101,               0.000794,               0.000794,               0.000794
                    271,                 1.1595,                0.69625,                0.96241,                0.59502,                 0.4766,                0.50056,                0.30519,                 1.2911,                0.84392,                0.99109,              0.0007895,              0.0007895,              0.0007895
                    272,                 1.1554,                0.69453,                0.96218,                0.59519,                0.47662,                0.50041,                0.30514,                 1.2917,                 0.8443,                0.99113,               0.000785,               0.000785,               0.000785
                    273,                 1.1582,                0.69248,                 0.9622,                0.59483,                0.47632,                0.50052,                0.30532,                 1.2922,                 0.8446,                0.99118,              0.0007805,              0.0007805,              0.0007805
                    274,                  1.153,                0.69227,                0.96101,                0.59445,                0.47601,                0.50057,                0.30523,                 1.2928,                0.84508,                 0.9912,               0.000776,               0.000776,               0.000776
                    275,                 1.1565,                0.69594,                0.96201,                0.59787,                0.47387,                 0.5005,                0.30525,                  1.293,                0.84492,                0.99122,              0.0007715,              0.0007715,              0.0007715
                    276,                 1.1539,                0.69025,                0.96067,                 0.5955,                0.47501,                 0.5007,                0.30534,                 1.2937,                0.84534,                0.99128,               0.000767,               0.000767,               0.000767
                    277,                  1.149,                0.68963,                0.96062,                0.59543,                0.47514,                0.50071,                0.30533,                 1.2941,                0.84544,                0.99122,              0.0007625,              0.0007625,              0.0007625
                    278,                 1.1614,                0.69628,                  0.963,                0.59605,                0.47518,                0.50075,                0.30536,                 1.2943,                0.84567,                0.99123,               0.000758,               0.000758,               0.000758
                    279,                 1.1476,                0.68869,                0.95941,                0.59699,                0.47425,                0.50073,                0.30539,                 1.2952,                0.84577,                0.99125,              0.0007535,              0.0007535,              0.0007535
                    280,                 1.1508,                0.69067,                0.96094,                0.59652,                0.47434,                0.50077,                0.30541,                 1.2957,                0.84608,                0.99126,               0.000749,               0.000749,               0.000749
                    281,                 1.1474,                0.68507,                0.95786,                0.59547,                0.47441,                0.50045,                0.30541,                 1.2964,                 0.8462,                0.99124,              0.0007445,              0.0007445,              0.0007445
                    282,                 1.1509,                0.68968,                0.95945,                0.59458,                0.47553,                0.50055,                0.30544,                 1.2969,                0.84668,                0.99126,                0.00074,                0.00074,                0.00074
                    283,                 1.1457,                0.68607,                  0.958,                0.59575,                0.47477,                0.50062,                0.30549,                 1.2974,                 0.8468,                0.99123,              0.0007355,              0.0007355,              0.0007355
                    284,                 1.1486,                0.68686,                0.95869,                0.59565,                0.47457,                0.50072,                0.30559,                  1.298,                0.84721,                 0.9913,               0.000731,               0.000731,               0.000731
                    285,                 1.1513,                0.68662,                0.95846,                0.59712,                0.47238,                0.50068,                0.30574,                 1.2984,                0.84749,                0.99136,              0.0007265,              0.0007265,              0.0007265
                    286,                 1.1517,                0.68871,                0.95955,                  0.596,                0.47271,                0.50071,                 0.3059,                 1.2987,                0.84786,                0.99134,               0.000722,               0.000722,               0.000722
                    287,                  1.157,                0.68923,                0.96057,                0.59794,                0.47234,                 0.5008,                0.30575,                 1.2993,                 0.8481,                0.99138,              0.0007175,              0.0007175,              0.0007175
                    288,                 1.1421,                0.67891,                 0.9558,                0.59828,                0.47243,                0.50068,                0.30562,                 1.3002,                0.84844,                0.99129,               0.000713,               0.000713,               0.000713
                    289,                 1.1439,                0.68341,                0.95668,                0.59831,                0.47241,                0.50087,                0.30574,                 1.3008,                0.84883,                0.99134,              0.0007085,              0.0007085,              0.0007085
                    290,                 1.1411,                 0.6797,                0.95637,                0.60043,                0.47092,                0.50072,                0.30577,                 1.3013,                0.84901,                0.99128,               0.000704,               0.000704,               0.000704
                    291,                 1.1468,                0.68213,                0.95815,                0.60062,                0.47087,                0.50075,                 0.3058,                 1.3017,                 0.8492,                0.99129,              0.0006995,              0.0006995,              0.0006995
                    292,                 1.1368,                0.67813,                0.95529,                0.59886,                0.47238,                0.50086,                0.30582,                 1.3023,                0.84929,                0.99121,               0.000695,               0.000695,               0.000695
                    293,                 1.1414,                0.67758,                0.95464,                0.60022,                0.47149,                0.50083,                0.30577,                  1.303,                0.84966,                0.99127,              0.0006905,              0.0006905,              0.0006905
                    294,                 1.1437,                0.68228,                0.95733,                0.59815,                0.47215,                0.50095,                 0.3058,                 1.3034,                0.84988,                0.99128,               0.000686,               0.000686,               0.000686
                    295,                 1.1375,                0.67627,                0.95578,                0.60082,                 0.4709,                0.50067,                 0.3057,                 1.3042,                0.85026,                0.99134,              0.0006815,              0.0006815,              0.0006815
                    296,                 1.1437,                0.67947,                0.95691,                0.60159,                0.47144,                0.50073,                0.30565,                 1.3047,                0.85062,                0.99133,               0.000677,               0.000677,               0.000677
                    297,                 1.1312,                0.67331,                0.95454,                0.60324,                0.47055,                0.50074,                0.30573,                 1.3056,                0.85073,                0.99134,              0.0006725,              0.0006725,              0.0006725
                    298,                 1.1291,                0.67081,                0.95351,                0.60351,                0.47046,                0.50075,                0.30575,                 1.3065,                0.85111,                0.99144,               0.000668,               0.000668,               0.000668
                    299,                 1.1383,                0.67875,                0.95724,                0.60364,                0.47028,                0.50077,                0.30557,                  1.307,                 0.8515,                0.99147,              0.0006635,              0.0006635,              0.0006635
                    300,                 1.1343,                0.67584,                0.95327,                0.60349,                0.47043,                0.50098,                0.30564,                 1.3077,                0.85159,                0.99148,               0.000659,               0.000659,               0.000659
                    301,                  1.141,                0.67588,                0.95539,                0.60466,                0.46959,                0.50096,                 0.3055,                  1.308,                0.85186,                0.99148,              0.0006545,              0.0006545,              0.0006545
                    302,                 1.1395,                  0.676,                0.95525,                0.60438,                0.46943,                0.50108,                0.30554,                 1.3085,                0.85215,                0.99152,                0.00065,                0.00065,                0.00065
                    303,                 1.1295,                0.66979,                0.95249,                0.60425,                 0.4697,                0.50108,                0.30546,                 1.3094,                0.85244,                0.99156,              0.0006455,              0.0006455,              0.0006455
                    304,                 1.1171,                0.66404,                0.95098,                0.60334,                0.47056,                0.50089,                0.30546,                 1.3103,                0.85256,                0.99158,               0.000641,               0.000641,               0.000641
                    305,                 1.1296,                0.66952,                0.95172,                0.60276,                0.47131,                0.50093,                0.30547,                 1.3109,                0.85278,                0.99159,              0.0006365,              0.0006365,              0.0006365
                    306,                 1.1237,                  0.667,                0.95403,                 0.6019,                0.47126,                0.50093,                 0.3056,                 1.3118,                0.85328,                0.99168,               0.000632,               0.000632,               0.000632
                    307,                 1.1314,                0.66886,                0.95243,                 0.6017,                0.47177,                0.50088,                0.30519,                 1.3126,                0.85366,                0.99172,              0.0006275,              0.0006275,              0.0006275
                    308,                 1.1261,                0.66775,                0.95406,                0.60085,                0.47212,                0.50081,                0.30516,                 1.3132,                0.85388,                0.99177,               0.000623,               0.000623,               0.000623
                    309,                 1.1278,                0.66914,                 0.9545,                0.60051,                0.47156,                0.50071,                0.30535,                 1.3135,                 0.8541,                0.99175,              0.0006185,              0.0006185,              0.0006185
